Source,Target,Weight
K. Manolas,D. De Rossi,2
K. Strootman,A. Kolarov,2
A. Kolarov,Gerson,1
A. Florenzi,D. De Rossi,1
D. De Rossi,K. Manolas,1
E. D\u017eeko,K. Strootman,1
A. Kolarov,F. Fazio,1
A. Kolarov,K. Manolas,1
Gerson,K. Manolas,1
D. De Rossi,K. Strootman,1
K. Manolas,K. Strootman,1
D. De Rossi,F. Fazio,1
F. Fazio,K. Strootman,1
A. Florenzi,A. Kolarov,1
K. Strootman,D. Perotti,1
D. De Rossi,A. Florenzi,1
A. Kolarov,D. Perotti,1
F. Fazio,A. Florenzi,1
D. Perotti,E. D\u017eeko,1
D. Perotti,A. Kolarov,1
