Source,Target,Weight
Ayoze P\u00e9rez,J. Shelvey,3
D. Yedlin,Ayoze P\u00e9rez,1
J. Murphy,J. Lascelles,1
J. Shelvey,J. Murphy,1
J. Murphy,M. Diam\u00e9,1
M. Diam\u00e9,D. Yedlin,1
Joselu,Ayoze P\u00e9rez,1
J. Murphy,Ayoze P\u00e9rez,1
Ayoze P\u00e9rez,J. Murphy,1
J. Shelvey,Joselu,1
J. Lascelles,D. Yedlin,1
D. Yedlin,F. Lejeune,1
M. Diam\u00e9,J. Murphy,1
J. Shelvey,F. Lejeune,1
D. Yedlin,M. Diam\u00e9,1
F. Lejeune,J. Shelvey,1
M. Diam\u00e9,Ayoze P\u00e9rez,1
F. Lejeune,Ayoze P\u00e9rez,1
J. Shelvey,M. Diam\u00e9,1
