Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
A. Tour\u00e9,68,1,0,0,0,0,1
Rony Lopes,68,0,0,0,1,1,0
Y. Tielemans,80,0,0,0,1,0,1
M. Sylla,90,0,1,0,0,0,1
D. Suba\u0161i\u0107,90,0,0,1,0,0,1
T. Lemar,90,0,0,0,1,1,0
K. Glik,90,1,0,0,0,0,1
Fabinho,90,0,0,0,1,0,1
J. Serrano,90,1,0,0,0,1,0
Jo\u00e3o Moutinho,90,0,0,0,1,0,1
Jemerson,90,1,0,0,0,0,1
D. Sidib\u00e9,22,1,0,0,0,0,1
R. Ghezzal,22,0,0,0,1,1,0
P. Pellegri,10,0,1,0,0,0,1
