Source,Target,Weight
A. Thomasson,Y. Bammou,3
Y. El Ghanassy,L. Dubois,3
K. Djidji,A. Tour\u00e9,2
Y. Bammou,A. Thomasson,2
Y. Bammou,K. Djidji,2
V. Rongier,K. Djidji,2
L. Dubois,Y. El Ghanassy,2
K. Djidji,C. Awaziem,1
C. T\u0103t\u0103ru\u0219anu,Diego Carlos,1
Diego Carlos,C. T\u0103t\u0103ru\u0219anu,1
A. Thomasson,E. Sala,1
C. Awaziem,C. T\u0103t\u0103ru\u0219anu,1
L. Dubois,C. Awaziem,1
E. Sala,Diego Carlos,1
Diego Carlos,A. Thomasson,1
L. Dubois,A. Tour\u00e9,1
V. Rongier,A. Tour\u00e9,1
Y. Bammou,Diego Carlos,1
A. Tour\u00e9,Diego Carlos,1
A. Tour\u00e9,Y. Bammou,1
Diego Carlos,Y. Bammou,1
L. Dubois,C. T\u0103t\u0103ru\u0219anu,1
C. T\u0103t\u0103ru\u0219anu,A. Thomasson,1
K. Djidji,V. Rongier,1
Diego Carlos,V. Rongier,1
E. Sala,V. Rongier,1
A. Tour\u00e9,A. Thomasson,1
A. Thomasson,C. Awaziem,1
C. T\u0103t\u0103ru\u0219anu,E. Sala,1
Y. Bammou,L. Dubois,1
C. Awaziem,A. Thomasson,1
C. Awaziem,Y. El Ghanassy,1
A. Tour\u00e9,L. Dubois,1
L. Dubois,V. Rongier,1
A. Thomasson,Y. El Ghanassy,1
V. Rongier,L. Dubois,1
Y. El Ghanassy,Y. Bammou,1
