Source,Target,Weight
M. Plattenhardt,K. Rekik,13
G. Haraguchi,M. Plattenhardt,12
K. Rekik,M. Plattenhardt,12
N. Stark,R. Jarstein,10
M. Plattenhardt,G. Haraguchi,10
K. Rekik,N. Stark,9
P. Pekar\u00edk,V. Darida,8
O. Duda,G. Haraguchi,7
K. Rekik,R. Jarstein,7
R. Jarstein,K. Rekik,7
P. Skjelbred,M. Plattenhardt,7
P. Skjelbred,N. Stark,7
P. Pekar\u00edk,M. Weiser,7
M. Plattenhardt,P. Skjelbred,7
M. Weiser,V. Darida,6
N. Stark,P. Pekar\u00edk,6
N. Stark,P. Skjelbred,6
M. Weiser,N. Stark,6
V. Darida,P. Pekar\u00edk,6
P. Pekar\u00edk,N. Stark,6
V. Darida,M. Weiser,6
M. Weiser,M. Plattenhardt,6
O. Duda,P. Skjelbred,6
M. Weiser,P. Pekar\u00edk,6
N. Stark,K. Rekik,5
V. Darida,K. Rekik,5
S. Kalou,M. Weiser,5
P. Skjelbred,P. Pekar\u00edk,5
O. Duda,M. Weiser,5
K. Rekik,P. Skjelbred,4
G. Haraguchi,O. Duda,4
N. Stark,O. Duda,4
M. Weiser,S. Kalou,4
V. Darida,G. Haraguchi,4
P. Skjelbred,V. Darida,4
M. Plattenhardt,S. Kalou,4
P. Skjelbred,K. Rekik,4
N. Stark,M. Weiser,4
R. Jarstein,N. Stark,4
N. Stark,V. Darida,4
S. Kalou,N. Stark,4
R. Jarstein,M. Weiser,4
V. Darida,M. Plattenhardt,4
R. Jarstein,P. Pekar\u00edk,3
S. Kalou,G. Haraguchi,3
G. Haraguchi,P. Skjelbred,3
M. Weiser,O. Duda,3
V. Darida,P. Skjelbred,3
M. Weiser,P. Skjelbred,3
M. Plattenhardt,V. Darida,3
G. Haraguchi,M. Weiser,3
M. Plattenhardt,O. Duda,3
D. Selke,M. Weiser,3
P. Pekar\u00edk,R. Jarstein,3
M. Weiser,D. Selke,3
P. Skjelbred,G. Haraguchi,3
P. Skjelbred,S. Kalou,3
M. Plattenhardt,N. Stark,3
M. Weiser,R. Jarstein,3
G. Haraguchi,K. Rekik,2
S. Kalou,P. Skjelbred,2
P. Pekar\u00edk,O. Duda,2
P. Skjelbred,O. Duda,2
V. Darida,R. Jarstein,2
R. Jarstein,D. Selke,2
O. Duda,V. Darida,2
G. Haraguchi,V. Darida,2
D. Selke,P. Skjelbred,2
P. Skjelbred,M. Weiser,2
N. Stark,S. Kalou,2
V. Darida,O. Duda,2
S. Kalou,K. Rekik,2
O. Duda,P. Pekar\u00edk,2
R. Jarstein,G. Haraguchi,2
M. Leckie,V. Darida,2
K. Rekik,M. Weiser,2
S. Kalou,V. Darida,2
K. Rekik,S. Kalou,2
K. Rekik,O. Duda,2
S. Kalou,O. Duda,2
P. Pekar\u00edk,M. Leckie,2
K. Rekik,V. Darida,2
P. Pekar\u00edk,P. Skjelbred,1
D. Selke,P. Pekar\u00edk,1
R. Jarstein,M. Leckie,1
O. Duda,K. Rekik,1
O. Duda,N. Stark,1
M. Leckie,M. Plattenhardt,1
P. Pekar\u00edk,D. Selke,1
M. Leckie,R. Jarstein,1
R. Jarstein,M. Plattenhardt,1
M. Leckie,K. Rekik,1
P. Skjelbred,M. Leckie,1
R. Jarstein,O. Duda,1
D. Selke,R. Jarstein,1
R. Jarstein,P. Skjelbred,1
G. Haraguchi,P. Pekar\u00edk,1
M. Plattenhardt,P. Pekar\u00edk,1
V. Darida,N. Stark,1
P. Pekar\u00edk,S. Kalou,1
S. Kalou,M. Plattenhardt,1
M. Weiser,K. Rekik,1
M. Plattenhardt,R. Jarstein,1
V. Darida,S. Kalou,1
D. Selke,N. Stark,1
R. Jarstein,V. Darida,1
O. Duda,S. Kalou,1
K. Rekik,P. Pekar\u00edk,1
R. Jarstein,S. Kalou,1
G. Haraguchi,N. Stark,1
V. Darida,D. Selke,1
P. Pekar\u00edk,M. Plattenhardt,1
M. Leckie,M. Weiser,1
N. Stark,D. Selke,1
G. Haraguchi,S. Kalou,1
M. Weiser,M. Leckie,1
V. Darida,M. Leckie,1
