Source,Target,Weight
L. Mazzitelli,A. Consigli,2
A. Consigli,T. Letschert,2
T. Letschert,Pol Lirola,2
Pol Lirola,T. Letschert,2
M. Politano,P. Cannavaro,1
T. Letschert,F. Magnanelli,1
F. Magnanelli,A. Duncan,1
Pol Lirola,C. Adjapong,1
C. Adjapong,F. Acerbi,1
T. Letschert,M. Politano,1
C. Adjapong,L. Mazzitelli,1
F. Acerbi,C. Adjapong,1
F. Magnanelli,M. Politano,1
F. Magnanelli,F. Acerbi,1
S. Sensi,Pol Lirola,1
M. Politano,C. Adjapong,1
C. Adjapong,T. Letschert,1
D. Falcinelli,L. Mazzitelli,1
F. Magnanelli,D. Falcinelli,1
A. Duncan,D. Falcinelli,1
P. Cannavaro,A. Duncan,1
L. Mazzitelli,M. Politano,1
L. Mazzitelli,Pol Lirola,1
D. Falcinelli,S. Sensi,1
Pol Lirola,F. Magnanelli,1
F. Acerbi,F. Magnanelli,1
S. Sensi,F. Magnanelli,1
A. Duncan,F. Acerbi,1
T. Letschert,L. Mazzitelli,1
F. Acerbi,P. Cannavaro,1
F. Acerbi,Pol Lirola,1
M. Politano,F. Acerbi,1
P. Cannavaro,T. Letschert,1
Pol Lirola,L. Mazzitelli,1
T. Letschert,S. Sensi,1
