Source,Target,Weight
N. Mati\u0107,A. Young,3
Juan Mata,J. Lingard,2
A. Young,N. Mati\u0107,2
V. Lindel\u00f6f,A. Valencia,2
N. Mati\u0107,A. Martial,2
R. Lukaku,J. Lingard,2
J. Lingard,N. Mati\u0107,2
A. Valencia,Juan Mata,2
Juan Mata,N. Mati\u0107,2
A. S\u00e1nchez,N. Mati\u0107,2
Juan Mata,A. Valencia,1
N. Mati\u0107,J. Lingard,1
N. Mati\u0107,Juan Mata,1
A. S\u00e1nchez,R. Lukaku,1
A. Martial,Juan Mata,1
V. Lindel\u00f6f,C. Smalling,1
C. Smalling,A. Valencia,1
V. Lindel\u00f6f,Juan Mata,1
A. Valencia,N. Mati\u0107,1
A. Young,V. Lindel\u00f6f,1
V. Lindel\u00f6f,A. Young,1
J. Lingard,Juan Mata,1
A. Martial,A. Young,1
J. Lingard,A. S\u00e1nchez,1
N. Mati\u0107,A. Valencia,1
Juan Mata,A. S\u00e1nchez,1
A. Valencia,C. Smalling,1
A. Martial,A. S\u00e1nchez,1
A. Young,Juan Mata,1
A. Valencia,V. Lindel\u00f6f,1
N. Mati\u0107,V. Lindel\u00f6f,1
Juan Mata,A. Martial,1
C. Smalling,V. Lindel\u00f6f,1
J. Lingard,V. Lindel\u00f6f,1
A. Young,R. Lukaku,1
C. Smalling,A. S\u00e1nchez,1
Juan Mata,C. Smalling,1
A. S\u00e1nchez,A. Martial,1
