Source,Target,Weight
R. Holding,A. Maitland-Niles,3
J. Wilshere,G. Xhaka,2
A. Maitland-Niles,S. Mustafi,2
Beller\u00edn,G. Xhaka,2
M. \u00d6zil,Beller\u00edn,2
G. Xhaka,R. Holding,1
S. Mustafi,Beller\u00edn,1
M. \u00d6zil,T. Walcott,1
G. Xhaka,Beller\u00edn,1
T. Walcott,A. S\u00e1nchez,1
G. Xhaka,T. Walcott,1
Beller\u00edn,J. Wilshere,1
Beller\u00edn,R. Holding,1
T. Walcott,Beller\u00edn,1
A. Maitland-Niles,R. Holding,1
J. Wilshere,M. \u00d6zil,1
A. Maitland-Niles,M. \u00d6zil,1
S. Mustafi,R. Holding,1
G. Xhaka,J. Wilshere,1
Beller\u00edn,M. \u00d6zil,1
R. Holding,J. Wilshere,1
