Source,Target,Weight
Jorge,Fabinho,2
B. Keita,D. Sidib\u00e9,2
D. Sidib\u00e9,Jo\u00e3o Moutinho,2
Rony Lopes,S. Joveti\u0107,2
Jorge,Rony Lopes,2
Jemerson,D. Sidib\u00e9,2
D. Suba\u0161i\u0107,Jemerson,2
Jorge,D. Suba\u0161i\u0107,1
Rony Lopes,T. Lemar,1
T. Lemar,Jorge,1
Fabinho,Rony Lopes,1
Fabinho,Jorge,1
S. Joveti\u0107,Rony Lopes,1
Fabinho,S. Joveti\u0107,1
S. Joveti\u0107,Jorge,1
A. Raggi,D. Suba\u0161i\u0107,1
Rony Lopes,B. Keita,1
Jemerson,Jorge,1
D. Sidib\u00e9,Rony Lopes,1
Jo\u00e3o Moutinho,D. Suba\u0161i\u0107,1
Fabinho,Jemerson,1
D. Suba\u0161i\u0107,Fabinho,1
Jo\u00e3o Moutinho,Rony Lopes,1
Jemerson,A. Raggi,1
S. Joveti\u0107,D. Sidib\u00e9,1
D. Sidib\u00e9,B. Keita,1
Rony Lopes,A. Raggi,1
D. Sidib\u00e9,Jemerson,1
S. Joveti\u0107,Jo\u00e3o Moutinho,1
T. Lemar,S. Joveti\u0107,1
Jo\u00e3o Moutinho,Fabinho,1
A. Raggi,Fabinho,1
Fabinho,T. Lemar,1
