Source,Target,Weight
\u00c9. Banega,G. Pizarro,6
Guilherme Arana,G. Pizarro,6
F. V\u00e1zquez,\u00c9. Banega,5
Guilherme Arana,F. V\u00e1zquez,5
\u00c9. Banega,Nolito,4
G. Pizarro,Nolito,4
G. Pizarro,S. Kj\u00e6r,4
G. Pizarro,C. Lenglet,4
Pablo Sarabia,F. V\u00e1zquez,4
\u00c9. Banega,S. Kj\u00e6r,4
G. Pizarro,\u00c9. Banega,4
F. V\u00e1zquez,C. Lenglet,4
Guilherme Arana,\u00c9. Banega,3
F. V\u00e1zquez,Nolito,3
F. V\u00e1zquez,G. Pizarro,3
\u00c9. Banega,Pablo Sarabia,3
G. Pizarro,Guilherme Arana,3
C. Lenglet,\u00c9. Banega,3
F. V\u00e1zquez,Guilherme Arana,3
Nolito,Guilherme Arana,3
C. Lenglet,Guilherme Arana,3
S. Kj\u00e6r,Pablo Sarabia,3
G. Pizarro,F. V\u00e1zquez,3
Nolito,\u00c9. Banega,3
C. Lenglet,M. Lay\u00fan,2
\u00c9. Banega,Sandro,2
Guilherme Arana,J. Geis,2
M. Lay\u00fan,Sandro,2
C. Lenglet,F. V\u00e1zquez,2
M. Lay\u00fan,G. Pizarro,2
Sandro,Nolito,2
\u00c9. Banega,Guilherme Arana,2
S. Kj\u00e6r,F. V\u00e1zquez,2
Nolito,G. Pizarro,2
Pablo Sarabia,S. Kj\u00e6r,2
Sergio Rico,\u00c9. Banega,2
S. Kj\u00e6r,G. Pizarro,2
S. Kj\u00e6r,M. Lay\u00fan,2
Sandro,F. V\u00e1zquez,2
Sandro,Sergio Rico,2
\u00c9. Banega,F. V\u00e1zquez,2
G. Pizarro,Sandro,2
S. Kj\u00e6r,Sergio Rico,2
Pablo Sarabia,Sandro,2
Nolito,Sandro,2
M. Lay\u00fan,Pablo Sarabia,2
Sandro,C. Lenglet,2
S. Kj\u00e6r,\u00c9. Banega,2
Pablo Sarabia,M. Lay\u00fan,2
W. Ben Yedder,Guilherme Arana,1
M. Lay\u00fan,\u00c9. Banega,1
Sergio Rico,C. Lenglet,1
Nolito,Pablo Sarabia,1
W. Ben Yedder,G. Pizarro,1
M. Lay\u00fan,S. Kj\u00e6r,1
J. Geis,Sandro,1
F. V\u00e1zquez,Pablo Sarabia,1
W. Ben Yedder,F. V\u00e1zquez,1
C. Lenglet,S. Kj\u00e6r,1
Pablo Sarabia,\u00c9. Banega,1
S. Kj\u00e6r,C. Lenglet,1
\u00c9. Banega,M. Lay\u00fan,1
C. Lenglet,G. Pizarro,1
S. Kj\u00e6r,W. Ben Yedder,1
Nolito,W. Ben Yedder,1
Pablo Sarabia,Sergio Rico,1
Sergio Rico,F. V\u00e1zquez,1
M. Lay\u00fan,Sergio Rico,1
Sandro,S. Kj\u00e6r,1
Guilherme Arana,Nolito,1
Nolito,C. Lenglet,1
Sergio Rico,G. Pizarro,1
Sandro,Guilherme Arana,1
Sandro,G. Pizarro,1
Nolito,F. V\u00e1zquez,1
J. Geis,Guilherme Arana,1
Nolito,S. Kj\u00e6r,1
Sandro,M. Lay\u00fan,1
J. Geis,Pablo Sarabia,1
M. Lay\u00fan,J. Geis,1
G. Pizarro,Pablo Sarabia,1
Sergio Rico,M. Lay\u00fan,1
F. V\u00e1zquez,W. Ben Yedder,1
F. V\u00e1zquez,Sandro,1
F. V\u00e1zquez,M. Lay\u00fan,1
C. Lenglet,Nolito,1
