Source,Target,Weight
M. Lazzari,T. Cionek,5
J. Kurti\u010d,Felipe,3
Felipe,P. Schiattarella,3
T. Cionek,P. Schiattarella,3
P. Schiattarella,J. Kurti\u010d,3
T. Cionek,M. Lazzari,3
A. Grassi,M. Lazzari,3
P. Schiattarella,F. Vicari,3
M. Lazzari,Felipe,2
P. Schiattarella,T. Cionek,2
A. Paloschi,M. Antenucci,2
A. Grassi,F. Costa,2
M. Antenucci,J. Kurti\u010d,2
J. Kurti\u010d,T. Cionek,2
Felipe,M. Antenucci,2
T. Cionek,A. Grassi,2
M. Antenucci,M. Lazzari,2
M. Lazzari,P. Schiattarella,2
M. Antenucci,P. Schiattarella,1
F. Vicari,M. Lazzari,1
F. Costa,J. Kurti\u010d,1
A. Meret,Felipe,1
F. Vicari,J. Kurti\u010d,1
A. Paloschi,P. Schiattarella,1
A. Paloschi,M. Lazzari,1
M. Lazzari,A. Grassi,1
J. Kurti\u010d,A. Grassi,1
J. Kurti\u010d,M. Antenucci,1
M. Lazzari,F. Vicari,1
M. Antenucci,F. Costa,1
P. Schiattarella,A. Grassi,1
F. Vicari,Felipe,1
F. Vicari,A. Paloschi,1
P. Schiattarella,M. Antenucci,1
A. Paloschi,A. Grassi,1
F. Costa,A. Paloschi,1
T. Cionek,F. Vicari,1
T. Cionek,A. Meret,1
F. Vicari,T. Cionek,1
M. Antenucci,A. Paloschi,1
Felipe,J. Kurti\u010d,1
F. Vicari,A. Grassi,1
J. Kurti\u010d,P. Schiattarella,1
Felipe,A. Paloschi,1
A. Grassi,F. Vicari,1
A. Grassi,J. Kurti\u010d,1
P. Schiattarella,M. Lazzari,1
F. Costa,Felipe,1
Felipe,T. Cionek,1
T. Cionek,M. Antenucci,1
