Source,Target,Weight
M. Ginter,C. Kramer,3
J. Vestergaard,N. Elvedi,2
I. Traor\u00e9,J. Vestergaard,2
T. Hazard,I. Traor\u00e9,2
C. Kramer,M. Ginter,2
D. Zakaria,L. Stindl,1
N. Elvedi,Y. Sommer,1
J. Vestergaard,T. Hazard,1
M. Ginter,I. Traor\u00e9,1
Y. Sommer,T. Hazard,1
J. Vestergaard,D. Zakaria,1
I. Traor\u00e9,T. Hazard,1
O. Wendt,J. Vestergaard,1
J. Vestergaard,C. Kramer,1
C. Kramer,J. Vestergaard,1
L. Stindl,T. Hazard,1
Y. Sommer,M. Ginter,1
C. Kramer,N. Elvedi,1
D. Zakaria,M. Ginter,1
T. Hazard,Raffael,1
T. Hazard,L. Stindl,1
N. Elvedi,C. Kramer,1
J. Vestergaard,Y. Sommer,1
C. Kramer,D. Zakaria,1
N. Elvedi,J. Vestergaard,1
L. Stindl,O. Wendt,1
