Source,Target,Weight
O. El Hajjam,E. Bourgaud,3
K. Ad\u00e9non,T. Monconduit,2
P. Gouano,E. Bourgaud,2
T. Monconduit,B. Dibassy,2
E. Bourgaud,O. El Hajjam,2
E. Bourgaud,P. Gouano,2
B. Dibassy,T. Monconduit,2
T. Ndomb\u00e8l\u00e9,O. El Hajjam,1
M. Konat\u00e9,T. Monconduit,1
E. Bourgaud,T. Ndomb\u00e8l\u00e9,1
T. Ndomb\u00e8l\u00e9,E. Bourgaud,1
J. Ielsch,K. Ad\u00e9non,1
K. Ad\u00e9non,B. Dibassy,1
P. Gouano,K. Ad\u00e9non,1
B. Dibassy,M. Konat\u00e9,1
R. Gurtner,M. Konat\u00e9,1
T. Monconduit,R. Gurtner,1
M. Konat\u00e9,R. Gurtner,1
E. Bourgaud,T. Monconduit,1
T. Monconduit,E. Bourgaud,1
O. El Hajjam,P. Gouano,1
T. Monconduit,M. Konat\u00e9,1
P. Gouano,O. El Hajjam,1
R. Gurtner,K. Ad\u00e9non,1
O. El Hajjam,J. Ielsch,1
M. Konat\u00e9,O. El Hajjam,1
T. Monconduit,T. Ndomb\u00e8l\u00e9,1
