Source,Target,Weight
Aday,J. Mojica,3
Aleix Garc\u00eda,Pablo Maffeo,2
Ramalho,Juanpe,2
Pablo Maffeo,Ramalho,2
J. Mojica,Juanpe,2
Pablo Maffeo,Portu,2
Pere Pons,Aleix Garc\u00eda,2
M. Olunga,Aday,1
Pere Pons,Aday,1
Portu,Aday,1
Pere Pons,\u00c1lex Granell,1
Pere Pons,Pablo Maffeo,1
Aday,Pere Pons,1
J. Mojica,Aleix Garc\u00eda,1
Juanpe,Aleix Garc\u00eda,1
Aleix Garc\u00eda,Pere Pons,1
Aleix Garc\u00eda,Aday,1
J. Mojica,Ramalho,1
J. Mojica,Aday,1
Pablo Maffeo,J. Mojica,1
\u00c1lex Granell,M. Olunga,1
Juanpe,Ramalho,1
Pablo Maffeo,Pere Pons,1
Ramalho,Portu,1
Ramalho,Aleix Garc\u00eda,1
Ramalho,Pablo Maffeo,1
Aleix Garc\u00eda,Ramalho,1
Juanpe,Pablo Maffeo,1
Portu,Pablo Maffeo,1
Portu,Pere Pons,1
Juanpe,J. Mojica,1
