Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
J. Tymon,46,1,0,0,0,0,1,0
E. Choupo-Moting,60,0,1,0,0,1,0,0
P. Crouch,69,0,1,0,0,0,0,1
M. Bauer,90,1,0,0,0,0,0,1
S. Ireland,90,0,0,0,1,0,0,1
X. Shaqiri,90,0,0,0,1,0,1,0
D. Fletcher,90,0,0,0,1,0,0,1
J. Butland,90,0,0,1,0,0,0,1
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
B. Martins Indi,90,1,0,0,0,0,1,0
K. Wimmer,44,1,0,0,0,0,1,0
Ramadan Sobhi,30,0,0,0,1,0,0,1
M. Diouf,21,0,1,0,0,0,0,1
