Source,Target,Weight
C. N'Jie,A. Zambo Anguissa,2
Luiz Gustavo,D. Payet,2
D. Payet,A. Zambo Anguissa,2
F. Thauvin,Luiz Gustavo,1
A. Zambo Anguissa,H. Bedimo,1
A. Abdennour,B. Sarr,1
A. Zambo Anguissa,A. Abdennour,1
A. Zambo Anguissa,C. N'Jie,1
Luiz Gustavo,A. Zambo Anguissa,1
D. Payet,C. N'Jie,1
H. Bedimo,D. Payet,1
A. Zambo Anguissa,F. Thauvin,1
A. Zambo Anguissa,D. Payet,1
B. Sarr,C. N'Jie,1
C. N'Jie,H. Bedimo,1
D. Payet,F. Thauvin,1
H. Bedimo,A. Zambo Anguissa,1
F. Thauvin,D. Payet,1
A. Zambo Anguissa,Luiz Gustavo,1
