Source,Target,Weight
M. Schneiderlin,M. Keane,4
Cuco Martina,M. Schneiderlin,3
M. Keane,Cuco Martina,3
M. Schneiderlin,G. Sigur\u00f0sson,3
M. Keane,M. Schneiderlin,3
G. Sigur\u00f0sson,M. Keane,3
L. Baines,Sandro,2
M. Schneiderlin,Sandro,2
M. Schneiderlin,I. Gueye,2
D. Calvert-Lewin,W. Rooney,2
Sandro,L. Baines,2
D. Calvert-Lewin,M. Schneiderlin,2
K. Mirallas,Sandro,2
J. Pickford,D. Calvert-Lewin,2
W. Rooney,A. Williams,2
M. Keane,D. Calvert-Lewin,2
M. Schneiderlin,Cuco Martina,2
Cuco Martina,K. Mirallas,2
K. Mirallas,Cuco Martina,2
M. Keane,G. Sigur\u00f0sson,1
P. Jagielka,J. Pickford,1
K. Mirallas,M. Schneiderlin,1
M. Schneiderlin,W. Rooney,1
Cuco Martina,J. Pickford,1
Cuco Martina,D. Calvert-Lewin,1
W. Rooney,M. Schneiderlin,1
M. Schneiderlin,K. Mirallas,1
I. Gueye,M. Schneiderlin,1
I. Gueye,J. Pickford,1
G. Sigur\u00f0sson,Cuco Martina,1
G. Sigur\u00f0sson,M. Schneiderlin,1
W. Rooney,Cuco Martina,1
P. Jagielka,W. Rooney,1
Sandro,G. Sigur\u00f0sson,1
G. Sigur\u00f0sson,L. Baines,1
A. Williams,D. Calvert-Lewin,1
L. Baines,K. Mirallas,1
Sandro,A. Williams,1
J. Pickford,M. Keane,1
A. Williams,M. Schneiderlin,1
L. Baines,M. Schneiderlin,1
D. Calvert-Lewin,A. Williams,1
J. Pickford,K. Mirallas,1
Cuco Martina,L. Baines,1
A. Williams,W. Rooney,1
K. Mirallas,M. Keane,1
Sandro,P. Jagielka,1
P. Jagielka,A. Williams,1
Sandro,K. Mirallas,1
A. Williams,G. Sigur\u00f0sson,1
D. Calvert-Lewin,M. Keane,1
D. Calvert-Lewin,Sandro,1
A. Williams,J. Pickford,1
A. Williams,K. Mirallas,1
G. Sigur\u00f0sson,D. Calvert-Lewin,1
M. Keane,P. Jagielka,1
W. Rooney,P. Jagielka,1
M. Keane,A. Williams,1
D. Calvert-Lewin,G. Sigur\u00f0sson,1
L. Baines,D. Calvert-Lewin,1
Sandro,M. Keane,1
M. Schneiderlin,L. Baines,1
W. Rooney,L. Baines,1
A. Williams,Sandro,1
P. Jagielka,M. Schneiderlin,1
W. Rooney,I. Gueye,1
I. Gueye,W. Rooney,1
K. Mirallas,P. Jagielka,1
L. Baines,A. Williams,1
Cuco Martina,W. Rooney,1
