Source,Target,Weight
L. Dunk,A. Knockaert,2
G. Murray,E. Schelotto,2
A. Knockaert,D. Pr\u00f6pper,2
A. Knockaert,D. Stephens,2
D. Stephens,L. Dunk,2
G. Murray,A. Knockaert,1
D. Pr\u00f6pper,G. Murray,1
E. Schelotto,G. Murray,1
J. Izquierdo,A. Knockaert,1
M. Suttner,D. Stephens,1
E. Schelotto,P. Gro\u00df,1
P. Gro\u00df,A. Knockaert,1
M. Suttner,P. Gro\u00df,1
E. Schelotto,J. Izquierdo,1
L. Dunk,J. Izquierdo,1
J. Izquierdo,D. Pr\u00f6pper,1
J. Izquierdo,P. Gro\u00df,1
A. Knockaert,J. Izquierdo,1
P. Gro\u00df,M. Suttner,1
D. Pr\u00f6pper,S. Duffy,1
P. Gro\u00df,D. Stephens,1
E. Schelotto,A. Knockaert,1
S. Duffy,L. Dunk,1
D. Stephens,D. Pr\u00f6pper,1
M. Ryan,G. Murray,1
D. Pr\u00f6pper,E. Schelotto,1
D. Pr\u00f6pper,J. Izquierdo,1
D. Stephens,E. Schelotto,1
E. Schelotto,M. Ryan,1
E. Schelotto,L. Dunk,1
L. Dunk,E. Schelotto,1
A. Knockaert,E. Schelotto,1
