Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
E. Forsberg,61,0,0,0,1,1,0
K. Kampl,66,0,0,0,1,1,0
J. Augustin,75,0,1,0,0,1,0
W. Orban,90,1,0,0,0,1,0
P. Gul\u00e1csi,90,0,0,1,0,1,0
L. Klostermann,90,1,0,0,0,1,0
M. Sabitzer,90,0,0,0,1,1,0
N. Ke\u00efta,90,0,0,0,1,1,0
K. Laimer,90,0,0,0,1,1,0
T. Werner,90,0,1,0,0,1,0
D. Upamecano,90,1,0,0,0,1,0
Bruma,29,0,1,0,0,1,0
S. Ilsanker,24,0,0,0,1,1,0
Y. Poulsen,15,0,1,0,0,1,0
