Source,Target,Weight
B. Stambouli,D. Caligiuri,10
Naldo,B. Stambouli,10
M. Meyer,B. Stambouli,6
M. Nastasi\u0107,Naldo,6
D. Caligiuri,B. Stambouli,6
B. Stambouli,Naldo,5
D. Caligiuri,M. Meyer,4
Naldo,M. Nastasi\u0107,4
A. Harit,A. Sch\u00f6pf,3
B. Oczipka,M. Nastasi\u0107,3
D. Caligiuri,G. Burgstaller,3
A. Sch\u00f6pf,D. Caligiuri,3
B. Stambouli,M. Meyer,3
D. Caligiuri,A. Sch\u00f6pf,3
A. Sch\u00f6pf,A. Harit,3
M. Meyer,B. Oczipka,2
F. Di Santo,A. Sch\u00f6pf,2
B. Stambouli,G. Burgstaller,2
G. Burgstaller,A. Harit,2
A. Sch\u00f6pf,F. Di Santo,2
M. Meyer,Naldo,2
A. Harit,M. Meyer,2
A. Harit,B. Oczipka,2
Naldo,M. Meyer,2
G. Burgstaller,M. Meyer,2
M. Nastasi\u0107,B. Oczipka,2
M. Meyer,A. Sch\u00f6pf,2
F. Di Santo,A. Harit,2
D. Caligiuri,F. Di Santo,2
F. Di Santo,D. Caligiuri,1
M. Meyer,A. Harit,1
A. Harit,D. Caligiuri,1
G. Burgstaller,F. Di Santo,1
M. Nastasi\u0107,R. F\u00e4hrmann,1
A. Sch\u00f6pf,G. Burgstaller,1
B. Stambouli,F. Di Santo,1
A. Harit,G. Burgstaller,1
B. Stambouli,M. Nastasi\u0107,1
F. Di Santo,B. Stambouli,1
B. Stambouli,A. Sch\u00f6pf,1
B. Stambouli,A. Harit,1
M. Nastasi\u0107,D. Caligiuri,1
M. Meyer,R. F\u00e4hrmann,1
M. Nastasi\u0107,M. Meyer,1
B. Oczipka,Naldo,1
A. Harit,M. Nastasi\u0107,1
B. Oczipka,F. Di Santo,1
Naldo,D. Caligiuri,1
G. Burgstaller,Naldo,1
B. Oczipka,M. Meyer,1
G. Burgstaller,D. Caligiuri,1
R. F\u00e4hrmann,M. Nastasi\u0107,1
M. Meyer,D. Caligiuri,1
M. Meyer,F. Di Santo,1
F. Di Santo,M. Meyer,1
D. Caligiuri,Naldo,1
R. F\u00e4hrmann,A. Harit,1
R. F\u00e4hrmann,B. Stambouli,1
B. Stambouli,R. F\u00e4hrmann,1
A. Sch\u00f6pf,B. Stambouli,1
A. Sch\u00f6pf,M. Nastasi\u0107,1
F. Di Santo,Naldo,1
