Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
R. Shawcross,32,1,0,0,0,0,0,1
X. Shaqiri,65,0,0,0,1,0,1,0
D. Fletcher,76,0,0,0,1,0,0,1
G. Cameron,90,1,0,0,0,0,0,1
T. Edwards,90,1,0,0,0,0,0,1
E. Choupo-Moting,90,0,1,0,0,1,0,0
J. Butland,90,0,0,1,0,0,0,1
P. Crouch,90,0,1,0,0,0,0,1
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
K. Wimmer,90,1,0,0,0,0,1,0
Ramadan Sobhi,58,0,0,0,1,0,0,1
M. Diouf,25,0,1,0,0,0,0,1
C. Adam,14,0,0,0,1,0,1,0
