Source,Target,Weight
Mario,Trigueros,3
Jaume Costa,Rodri,2
Trigueros,Pablo Fornals,2
Dani Raba,Rodri,2
D. Bonera,Pablo Fornals,2
Pablo Fornals,Mario,2
Rodri,Jaume Costa,2
C. Bacca,N. Sansone,1
N. Sansone,D. Bonera,1
Trigueros,Mario,1
D. Bonera,Trigueros,1
\u00c1lvaro Gonz\u00e1lez,Dani Raba,1
Dani Raba,C. Bacca,1
Trigueros,Rodri,1
C. Bacca,Pablo Fornals,1
Pablo Fornals,N. Sansone,1
Dani Raba,Pablo Fornals,1
N. Sansone,Jaume Costa,1
Pablo Fornals,D. Bonera,1
Rodri,Dani Raba,1
Rodri,Trigueros,1
Jaume Costa,Mario,1
Pablo Fornals,Dani Raba,1
Rodri,D. Bonera,1
Trigueros,Dani Raba,1
Pablo Fornals,C. Bacca,1
