Source,Target,Weight
N. \u015eahin,\u00d6. Toprak,4
\u00d6. Toprak,J. Toljan,4
J. Toljan,J. Sancho,4
S. Papastathopoulos,\u00d6. Toprak,3
M. G\u00f6tze,J. Toljan,3
J. Sancho,J. Toljan,3
\u00d6. Toprak,N. \u015eahin,3
M. G\u00f6tze,J. Sancho,3
J. Toljan,M. G\u00f6tze,3
J. Toljan,\u00d6. Toprak,2
M. G\u00f6tze,\u00d6. Toprak,2
N. \u015eahin,M. G\u00f6tze,2
\u00d6. Toprak,M. G\u00f6tze,2
S. Papastathopoulos,N. \u015eahin,2
\u0141. Piszczek,S. Papastathopoulos,2
M. G\u00f6tze,P. Aubameyang,1
J. Toljan,N. \u015eahin,1
S. Papastathopoulos,\u0141. Piszczek,1
P. Aubameyang,N. \u015eahin,1
S. Kagawa,N. \u015eahin,1
\u00d6. Toprak,R. B\u00fcrki,1
N. \u015eahin,P. Aubameyang,1
\u00d6. Toprak,S. Papastathopoulos,1
\u0141. Piszczek,N. \u015eahin,1
P. Aubameyang,M. G\u00f6tze,1
M. G\u00f6tze,S. Kagawa,1
S. Kagawa,\u0141. Piszczek,1
J. Sancho,\u0141. Piszczek,1
S. Kagawa,M. G\u00f6tze,1
R. B\u00fcrki,S. Papastathopoulos,1
N. \u015eahin,S. Kagawa,1
J. Toljan,S. Kagawa,1
J. Sancho,M. G\u00f6tze,1
N. \u015eahin,\u0141. Piszczek,1
S. Kagawa,J. Toljan,1
J. Sancho,S. Papastathopoulos,1
\u0141. Piszczek,S. Kagawa,1
J. Sancho,S. Kagawa,1
