Source,Target,Weight
Laguardia,Mart\u00edn,6
Rub\u00e9n Sobrino,Ibai G\u00f3mez,5
Mart\u00edn,Laguardia,5
Mart\u00edn,Rub\u00e9n Duarte,4
Manu Garc\u00eda,Munir,4
Rub\u00e9n Duarte,Rodrigo Ely,4
Ibai G\u00f3mez,Mart\u00edn,3
Rub\u00e9n Sobrino,Laguardia,3
Rodrigo Ely,Laguardia,3
Mart\u00edn,Rub\u00e9n Sobrino,3
Laguardia,Fernando Pacheco,3
Rodrigo Ely,Rub\u00e9n Duarte,3
Rub\u00e9n Duarte,Manu Garc\u00eda,3
Laguardia,Munir,3
Burgui,Ibai G\u00f3mez,3
Mart\u00edn,Ibai G\u00f3mez,3
Munir,Mart\u00edn,3
Munir,Rub\u00e9n Sobrino,2
Tom\u00e1s Pina,Alfonso Pedraza,2
Ibai G\u00f3mez,Tom\u00e1s Pina,2
Alfonso Pedraza,Tom\u00e1s Pina,2
Laguardia,Rodrigo Ely,2
Ibai G\u00f3mez,Rub\u00e9n Sobrino,2
Tom\u00e1s Pina,Mart\u00edn,2
Rub\u00e9n Duarte,Burgui,2
Rub\u00e9n Duarte,Alfonso Pedraza,2
Mart\u00edn,Tom\u00e1s Pina,2
Rodrigo Ely,Manu Garc\u00eda,2
Mart\u00edn,Manu Garc\u00eda,2
Tom\u00e1s Pina,Munir,2
Ibai G\u00f3mez,Munir,2
Laguardia,Rub\u00e9n Duarte,2
Rub\u00e9n Sobrino,Rodrigo Ely,2
Alfonso Pedraza,Rub\u00e9n Duarte,2
Manu Garc\u00eda,Mart\u00edn,2
Ibai G\u00f3mez,Laguardia,2
Rub\u00e9n Duarte,Rub\u00e9n Sobrino,2
Munir,Laguardia,2
Munir,Ibai G\u00f3mez,2
Fernando Pacheco,Rub\u00e9n Duarte,1
Rodrigo Ely,Tom\u00e1s Pina,1
Alfonso Pedraza,Rodrigo Ely,1
Manu Garc\u00eda,Rodrigo Ely,1
Manu Garc\u00eda,Tom\u00e1s Pina,1
Manu Garc\u00eda,Fernando Pacheco,1
Munir,Alfonso Pedraza,1
Rodrigo Ely,Burgui,1
Burgui,Mart\u00edn,1
Laguardia,Rub\u00e9n Sobrino,1
Tom\u00e1s Pina,Burgui,1
Munir,Rub\u00e9n Duarte,1
Tom\u00e1s Pina,Laguardia,1
Rodrigo Ely,Mart\u00edn,1
Ibai G\u00f3mez,Alfonso Pedraza,1
Munir,Rodrigo Ely,1
Manu Garc\u00eda,Burgui,1
Rub\u00e9n Duarte,Munir,1
Tom\u00e1s Pina,Manu Garc\u00eda,1
Alfonso Pedraza,Ibai G\u00f3mez,1
Rub\u00e9n Sobrino,Rub\u00e9n Duarte,1
Rub\u00e9n Duarte,Tom\u00e1s Pina,1
Rodrigo Ely,Rub\u00e9n Sobrino,1
Ibai G\u00f3mez,Rub\u00e9n Duarte,1
Fernando Pacheco,Rub\u00e9n Sobrino,1
Tom\u00e1s Pina,Rub\u00e9n Duarte,1
Rodrigo Ely,Fernando Pacheco,1
Burgui,Munir,1
Burgui,Tom\u00e1s Pina,1
Rub\u00e9n Duarte,Mart\u00edn,1
Alfonso Pedraza,Laguardia,1
Fernando Pacheco,Mart\u00edn,1
Ibai G\u00f3mez,Rodrigo Ely,1
Mart\u00edn,Munir,1
Ibai G\u00f3mez,Burgui,1
Burgui,Manu Garc\u00eda,1
Fernando Pacheco,Alfonso Pedraza,1
Munir,Burgui,1
Munir,Manu Garc\u00eda,1
Fernando Pacheco,Rodrigo Ely,1
