Source,Target,Weight
M. \u0160kriniar,Jo\u00e3o Miranda,4
Jo\u00e3o Miranda,D. D'Ambrosio,4
M. Vecino,M. Brozovi\u0107,4
D. D'Ambrosio,Jo\u00e3o Miranda,3
Jo\u00e3o Cancelo,M. Vecino,3
Jo\u00e3o Miranda,M. Vecino,3
M. Vecino,Jo\u00e3o Cancelo,2
M. Vecino,M. \u0160kriniar,2
M. \u0160kriniar,M. Brozovi\u0107,2
M. \u0160kriniar,Jo\u00e3o Cancelo,2
M. Brozovi\u0107,Eder,2
Jo\u00e3o Miranda,M. \u0160kriniar,2
M. Brozovi\u0107,Rafinha,2
M. Brozovi\u0107,D. D'Ambrosio,2
D. D'Ambrosio,M. Vecino,2
Rafinha,D. D'Ambrosio,1
Eder,M. Brozovi\u0107,1
S. Handanovi\u010d,Jo\u00e3o Miranda,1
I. Peri\u0161i\u0107,Rafinha,1
Jo\u00e3o Miranda,S. Handanovi\u010d,1
I. Peri\u0161i\u0107,Jo\u00e3o Miranda,1
M. Icardi,Jo\u00e3o Miranda,1
M. Brozovi\u0107,Jo\u00e3o Cancelo,1
D. D'Ambrosio,S. Handanovi\u010d,1
M. Vecino,I. Peri\u0161i\u0107,1
Jo\u00e3o Miranda,M. Brozovi\u0107,1
I. Peri\u0161i\u0107,Eder,1
M. Brozovi\u0107,M. Vecino,1
I. Peri\u0161i\u0107,M. Vecino,1
Jo\u00e3o Cancelo,M. Brozovi\u0107,1
Rafinha,M. Brozovi\u0107,1
M. Vecino,Jo\u00e3o Miranda,1
S. Handanovi\u010d,M. \u0160kriniar,1
Jo\u00e3o Cancelo,M. \u0160kriniar,1
D. D'Ambrosio,I. Peri\u0161i\u0107,1
M. Brozovi\u0107,I. Peri\u0161i\u0107,1
Eder,M. \u0160kriniar,1
D. D'Ambrosio,M. \u0160kriniar,1
Rafinha,S. Handanovi\u010d,1
S. Handanovi\u010d,I. Peri\u0161i\u0107,1
Eder,M. Icardi,1
