Source,Target,Weight
N. Mati\u0107,M. Fellaini,5
P. Pogba,N. Mati\u0107,4
M. Fellaini,P. Pogba,4
D. Blind,P. Pogba,4
D. Blind,M. Rashford,3
A. Valencia,P. Pogba,3
M. Rashford,D. Blind,3
E. Bailly,A. Valencia,3
P. Pogba,A. Valencia,3
P. Pogba,M. Fellaini,3
J. Lingard,P. Pogba,2
M. Rashford,N. Mati\u0107,2
R. Lukaku,M. Rashford,2
M. Fellaini,P. Jones,2
N. Mati\u0107,D. Blind,2
A. Valencia,J. Lingard,2
P. Pogba,E. Bailly,2
P. Jones,E. Bailly,2
P. Pogba,J. Lingard,2
P. Jones,D. Blind,2
N. Mati\u0107,J. Lingard,2
N. Mati\u0107,M. Rashford,2
P. Jones,N. Mati\u0107,2
J. Lingard,A. Valencia,2
M. Fellaini,D. Blind,2
D. Blind,J. Lingard,1
E. Bailly,David de Gea,1
P. Jones,M. Rashford,1
M. Rashford,R. Lukaku,1
E. Bailly,P. Pogba,1
M. Fellaini,N. Mati\u0107,1
A. Valencia,R. Lukaku,1
D. Blind,P. Jones,1
David de Gea,R. Lukaku,1
N. Mati\u0107,A. Valencia,1
J. Lingard,M. Rashford,1
M. Fellaini,E. Bailly,1
N. Mati\u0107,P. Jones,1
P. Jones,P. Pogba,1
R. Lukaku,P. Jones,1
P. Pogba,P. Jones,1
A. Valencia,David de Gea,1
David de Gea,E. Bailly,1
M. Rashford,P. Jones,1
M. Rashford,P. Pogba,1
A. Valencia,N. Mati\u0107,1
A. Valencia,M. Fellaini,1
J. Lingard,E. Bailly,1
M. Rashford,M. Fellaini,1
J. Lingard,N. Mati\u0107,1
E. Bailly,P. Jones,1
E. Bailly,M. Fellaini,1
P. Pogba,D. Blind,1
M. Fellaini,R. Lukaku,1
D. Blind,N. Mati\u0107,1
