Source,Target,Weight
M. Akanji,M. Dahoud,2
M. Dahoud,\u0141. Piszczek,2
M. G\u00f6tze,M. Akanji,2
M. Akanji,S. Papastathopoulos,1
A. Sch\u00fcrrle,J. Weigl,1
S. Papastathopoulos,A. Sch\u00fcrrle,1
J. Weigl,M. G\u00f6tze,1
\u0141. Piszczek,M. Schmelzer,1
M. Schmelzer,M. Philipp,1
M. Akanji,A. Sch\u00fcrrle,1
J. Weigl,M. Akanji,1
A. Sch\u00fcrrle,M. Akanji,1
M. Batshuayi,M. Akanji,1
\u0141. Piszczek,R. B\u00fcrki,1
R. B\u00fcrki,S. Papastathopoulos,1
\u0141. Piszczek,A. Sch\u00fcrrle,1
A. Sch\u00fcrrle,M. G\u00f6tze,1
A. Sch\u00fcrrle,M. Batshuayi,1
M. Philipp,M. Akanji,1
M. Batshuayi,M. G\u00f6tze,1
M. G\u00f6tze,J. Weigl,1
M. Philipp,J. Weigl,1
A. Sch\u00fcrrle,M. Philipp,1
M. Schmelzer,M. Batshuayi,1
M. Dahoud,M. Schmelzer,1
S. Papastathopoulos,M. Dahoud,1
J. Weigl,A. Sch\u00fcrrle,1
M. Schmelzer,M. Akanji,1
M. Akanji,M. Philipp,1
M. Akanji,M. Schmelzer,1
M. Akanji,\u0141. Piszczek,1
M. Philipp,\u0141. Piszczek,1
\u0141. Piszczek,M. Batshuayi,1
