Source,Target,Weight
A. Rebi\u0107,S. Haller,4
M. Wolf,M. Ga\u0107inovi\u0107,3
T. Chandler,L. Hradecky,3
M. Ga\u0107inovi\u0107,A. Rebi\u0107,3
S. Haller,A. Rebi\u0107,3
S. Haller,M. Ga\u0107inovi\u0107,3
A. Rebi\u0107,T. Tawatha,3
L. Hradecky,S. Haller,2
S. Haller,D. Abraham,2
S. Haller,T. Tawatha,2
L. Hradecky,M. Ga\u0107inovi\u0107,2
T. Tawatha,D. Abraham,2
D. Abraham,A. Rebi\u0107,2
T. Tawatha,S. Haller,2
M. Ga\u0107inovi\u0107,M. Wolf,2
A. Rebi\u0107,K. Boateng,2
M. Ga\u0107inovi\u0107,T. Chandler,2
K. Boateng,M. Wolf,2
M. Hasebe,D. Abraham,2
A. Rebi\u0107,M. Ga\u0107inovi\u0107,2
A. Rebi\u0107,M. Wolf,1
D. Abraham,M. Hasebe,1
T. Tawatha,M. Hasebe,1
T. Tawatha,T. Chandler,1
T. Tawatha,K. Boateng,1
M. Wolf,A. Rebi\u0107,1
T. Chandler,M. Wolf,1
T. Tawatha,A. Rebi\u0107,1
M. Wolf,T. Tawatha,1
L. Hradecky,T. Chandler,1
T. Chandler,S. Haller,1
D. Abraham,T. Tawatha,1
M. Hasebe,M. Russ,1
L. Hradecky,A. Rebi\u0107,1
M. Ga\u0107inovi\u0107,K. Boateng,1
A. Rebi\u0107,L. Hradecky,1
D. Abraham,M. Russ,1
M. Russ,A. Rebi\u0107,1
K. Boateng,A. Rebi\u0107,1
M. Ga\u0107inovi\u0107,L. Hradecky,1
M. Russ,L. Hradecky,1
K. Boateng,S. Haller,1
M. Wolf,D. Abraham,1
M. Ga\u0107inovi\u0107,M. Hasebe,1
L. Hradecky,K. Boateng,1
D. Abraham,M. Ga\u0107inovi\u0107,1
D. Abraham,L. Hradecky,1
K. Boateng,T. Chandler,1
