Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
M. Arnautovi\u0107,69,0,1,0,0,0,1
M. Antonio,79,0,1,0,0,0,1
M. Lanzini,90,0,0,0,1,0,1
A. Ogbonna,90,1,0,0,0,1,0
Pedro Obiang,90,0,0,0,1,0,1
A. Masuaku,90,1,0,0,0,1,0
Adri\u00e1n,90,0,0,1,0,0,1
P. Zabaleta,90,1,0,0,0,0,1
M. Noble,90,0,0,0,1,0,1
W. Reid,90,1,0,0,0,0,1
A. Cresswell,90,1,0,0,0,1,0
D. Sakho,21,0,1,0,0,0,1
A. Ayew,11,0,1,0,0,1,0
