Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
Jorginho,70,0,0,0,1,1,0
L. Insigne,77,0,1,0,0,1,0
M. Ham\u0161\u00edk,83,0,0,0,1,1,0
E. Hysaj,90,1,0,0,0,1,0
C. Maggio,90,1,0,0,0,1,0
Pepe Reina,90,0,0,1,0,1,0
K. Koulibaly,90,1,0,0,0,1,0
D. Mertens,90,0,1,0,0,1,0
Allan,90,0,0,0,1,1,0
V. Chiriche\u0219,90,1,0,0,0,1,0
Jos\u00e9 Callej\u00f3n,90,0,1,0,0,1,0
A. Diawara,20,0,0,0,1,1,0
P. Zieli\u0144ski,13,0,0,0,1,1,0
M. Rog,7,0,0,0,1,1,0
