Source,Target,Weight
S. Mustafi,J. Wilshere,5
G. Xhaka,J. Wilshere,4
Beller\u00edn,C. Chambers,4
J. Wilshere,G. Xhaka,3
A. Lacazette,G. Xhaka,2
J. Wilshere,R. Holding,2
A. Iwobi,G. Xhaka,2
A. Lacazette,Beller\u00edn,2
Beller\u00edn,A. Iwobi,2
R. Holding,S. Mustafi,2
C. Chambers,Beller\u00edn,1
S. Mustafi,Beller\u00edn,1
R. Holding,A. Maitland-Niles,1
A. Iwobi,S. Mustafi,1
C. Chambers,A. Lacazette,1
A. Iwobi,A. Lacazette,1
G. Xhaka,R. Holding,1
J. Wilshere,D. Welbeck,1
Beller\u00edn,J. Wilshere,1
S. Mustafi,R. Holding,1
R. Holding,Beller\u00edn,1
R. Holding,P. \u010cech,1
D. Welbeck,S. Mustafi,1
D. Welbeck,A. Iwobi,1
C. Chambers,A. Iwobi,1
G. Xhaka,A. Iwobi,1
C. Chambers,P. \u010cech,1
G. Xhaka,C. Chambers,1
C. Chambers,G. Xhaka,1
P. \u010cech,A. Lacazette,1
J. Wilshere,Beller\u00edn,1
J. Wilshere,C. Chambers,1
P. \u010cech,R. Holding,1
G. Xhaka,D. Welbeck,1
J. Wilshere,S. Mustafi,1
A. Maitland-Niles,S. Mustafi,1
C. Chambers,S. Mustafi,1
A. Iwobi,Beller\u00edn,1
