Source,Target,Weight
F. Balmont,V. Rosier,9
V. Rosier,F. Balmont,7
F. Balmont,O. Haddadi,6
V. Rosier,J\u00falio Tavares,4
W. Lautoa,P. Djilobodji,4
O. Haddadi,R. Amalfitano,4
R. Amalfitano,W. Lautoa,4
J\u00falio Tavares,P. Djilobodji,3
M. Abeid,C. Yamber\u00e9,3
O. Haddadi,J\u00falio Tavares,3
W. Lautoa,M. Abeid,3
P. Djilobodji,M. Abeid,3
V. Rosier,W. Sa\u00efd,3
B. Reynet,W. Lautoa,3
W. Sa\u00efd,V. Rosier,3
O. Haddadi,W. Sa\u00efd,3
C. Yamber\u00e9,F. Balmont,3
W. Sa\u00efd,O. Haddadi,3
J\u00falio Tavares,F. Balmont,2
R. Amalfitano,V. Rosier,2
R. Amalfitano,O. Haddadi,2
C. Yamber\u00e9,V. Rosier,2
P. Djilobodji,B. Reynet,2
W. Lautoa,R. Amalfitano,2
W. Sa\u00efd,P. Djilobodji,2
V. Rosier,C. Yamber\u00e9,2
B. Reynet,C. Yamber\u00e9,2
M. Abeid,B. Reynet,2
R. Amalfitano,F. Balmont,2
F. Balmont,W. Sa\u00efd,2
V. Rosier,P. Djilobodji,1
B. Reynet,J\u00falio Tavares,1
J\u00falio Tavares,O. Haddadi,1
R. Amalfitano,P. Djilobodji,1
J\u00falio Tavares,C. Yamber\u00e9,1
J\u00falio Tavares,R. Amalfitano,1
R. Amalfitano,W. Sa\u00efd,1
P. Djilobodji,J\u00falio Tavares,1
C. Yamber\u00e9,W. Lautoa,1
O. Haddadi,F. Balmont,1
M. Abeid,V. Rosier,1
V. Rosier,R. Amalfitano,1
C. Yamber\u00e9,W. Sa\u00efd,1
W. Sa\u00efd,F. Balmont,1
W. Lautoa,O. Haddadi,1
P. Djilobodji,V. Rosier,1
P. Djilobodji,F. Balmont,1
W. Sa\u00efd,M. Abeid,1
J\u00falio Tavares,M. Abeid,1
P. Djilobodji,R. Amalfitano,1
P. Djilobodji,W. Sa\u00efd,1
W. Lautoa,V. Rosier,1
W. Lautoa,J\u00falio Tavares,1
C. Yamber\u00e9,R. Amalfitano,1
O. Haddadi,W. Lautoa,1
P. Djilobodji,O. Haddadi,1
F. Balmont,C. Yamber\u00e9,1
O. Haddadi,M. Abeid,1
M. Abeid,W. Lautoa,1
J\u00falio Tavares,W. Lautoa,1
M. Abeid,P. Djilobodji,1
V. Rosier,B. Reynet,1
C. Yamber\u00e9,O. Haddadi,1
V. Rosier,W. Lautoa,1
M. Abeid,J\u00falio Tavares,1
O. Haddadi,B. Reynet,1
M. Abeid,R. Amalfitano,1
P. Djilobodji,W. Lautoa,1
O. Haddadi,V. Rosier,1
B. Reynet,F. Balmont,1
W. Sa\u00efd,R. Amalfitano,1
W. Lautoa,B. Reynet,1
