Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
L. Bailey,68,0,1,0,0,1,0
K. Havertz,85,0,0,0,1,1,0
J. Tah,90,1,0,0,0,0,1
B. Leno,90,0,0,1,0,0,1
K. Volland,90,0,1,0,0,1,0
C. Ar\u00e1nguiz,90,0,0,0,1,1,0
L. Alario,90,0,1,0,0,0,1
S. Bender,90,1,0,0,0,0,1
J. Baumgartlinger,90,0,0,0,1,0,1
L. Bender,90,0,0,0,1,0,1
Wendell,90,1,0,0,0,1,0
J. Brandt,22,0,0,0,1,0,1
D. Kohr,5,0,0,0,1,0,1
P. Retsos,1,1,0,0,0,0,1
