Source,Target,Weight
Sergi Roberto,L. Messi,2
Y. Mina,M. ter Stegen,2
O. Demb\u00e9l\u00e9,N\u00e9lson Semedo,2
N\u00e9lson Semedo,Y. Mina,2
Paulinho,N\u00e9lson Semedo,2
Sergi Roberto,O. Demb\u00e9l\u00e9,2
M. ter Stegen,Sergi Roberto,2
N\u00e9lson Semedo,Paulinho,1
Denis Su\u00e1rez,Sergi Roberto,1
M. ter Stegen,T. Vermaelen,1
L. Messi,N\u00e9lson Semedo,1
L. Digne,Denis Su\u00e1rez,1
L. Messi,Paulinho,1
Denis Su\u00e1rez,L. Digne,1
Denis Su\u00e1rez,Paulinho,1
Paulinho,Paco Alc\u00e1cer,1
Paulinho,Sergi Roberto,1
Y. Mina,T. Vermaelen,1
Paulinho,Y. Mina,1
N\u00e9lson Semedo,L. Messi,1
Sergi Roberto,M. ter Stegen,1
Denis Su\u00e1rez,L. Messi,1
Paulinho,Denis Su\u00e1rez,1
L. Messi,Sergi Roberto,1
N\u00e9lson Semedo,Sergi Roberto,1
N\u00e9lson Semedo,Denis Su\u00e1rez,1
M. ter Stegen,O. Demb\u00e9l\u00e9,1
Paco Alc\u00e1cer,Paulinho,1
T. Vermaelen,Paulinho,1
O. Demb\u00e9l\u00e9,Paulinho,1
T. Vermaelen,M. ter Stegen,1
Paulinho,L. Messi,1
Sergi Roberto,N\u00e9lson Semedo,1
L. Messi,Denis Su\u00e1rez,1
