Source,Target,Weight
Borja Garc\u00eda,Douglas Luiz,3
Ramalho,Douglas Luiz,3
Pere Pons,Pablo Maffeo,3
Pere Pons,Borja Garc\u00eda,2
Pablo Maffeo,Borja Garc\u00eda,2
Ramalho,J. Mojica,2
Douglas Luiz,Ramalho,2
Bernardo Espinosa,Pere Pons,2
Bernardo Espinosa,Iraizoz,1
Juanpe,Bernardo Espinosa,1
Douglas Luiz,Pere Pons,1
Borja Garc\u00eda,Pere Pons,1
Pablo Maffeo,Douglas Luiz,1
Borja Garc\u00eda,Ramalho,1
Pablo Maffeo,J. Mojica,1
Borja Garc\u00eda,Juanpe,1
Ramalho,Pere Pons,1
Juanpe,Ramalho,1
J. Mojica,Ramalho,1
Pablo Maffeo,Ramalho,1
Ramalho,Bernardo Espinosa,1
Iraizoz,Pere Pons,1
Douglas Luiz,Bernardo Espinosa,1
Pere Pons,Ramalho,1
Douglas Luiz,Pablo Maffeo,1
J. Mojica,Borja Garc\u00eda,1
Douglas Luiz,Borja Garc\u00eda,1
J. Mojica,Juanpe,1
