Source,Target,Weight
Y. Andreu,F. Tait,4
F. Tait,K. Toko Ekambi,3
K. Toko Ekambi,F. Tait,3
T. Mangani,P. Oniangu\u00e9,3
P. Oniangu\u00e9,J. Reine-Adelaide,3
M. Pavlovi\u0107,T. Mangani,2
V. Manceau,P. Oniangu\u00e9,2
K. Toko Ekambi,J. Reine-Adelaide,2
F. Tait,T. Mangani,2
T. Mangani,F. Tait,2
J. Reine-Adelaide,L. Butelle,2
J. Reine-Adelaide,T. Mangani,2
F. Tait,P. Oniangu\u00e9,2
I. Traor\u00e9,M. Pavlovi\u0107,1
M. Pavlovi\u0107,F. Tait,1
B. Santamaria,I. Traor\u00e9,1
L. Butelle,J. Reine-Adelaide,1
V. Manceau,J. Reine-Adelaide,1
P. Oniangu\u00e9,I. Traor\u00e9,1
F. Tait,M. Pavlovi\u0107,1
P. Oniangu\u00e9,M. Pavlovi\u0107,1
F. Tait,B. Santamaria,1
B. Santamaria,L. Butelle,1
M. Pavlovi\u0107,B. Santamaria,1
B. Santamaria,V. Manceau,1
B. Santamaria,Y. Andreu,1
L. Butelle,V. Manceau,1
M. Pavlovi\u0107,V. Manceau,1
K. Toko Ekambi,T. Mangani,1
J. Reine-Adelaide,M. Pavlovi\u0107,1
I. Traor\u00e9,Y. Andreu,1
L. Butelle,P. Oniangu\u00e9,1
J. Reine-Adelaide,V. Manceau,1
P. Oniangu\u00e9,K. Toko Ekambi,1
T. Mangani,B. Santamaria,1
F. Tait,Y. Andreu,1
T. Mangani,Y. Andreu,1
M. Pavlovi\u0107,P. Oniangu\u00e9,1
V. Manceau,T. Mangani,1
P. Oniangu\u00e9,B. Santamaria,1
T. Mangani,M. Pavlovi\u0107,1
B. Santamaria,K. Toko Ekambi,1
T. Mangani,K. Toko Ekambi,1
Y. Andreu,M. Pavlovi\u0107,1
P. Oniangu\u00e9,T. Mangani,1
K. Toko Ekambi,Y. Andreu,1
J. Reine-Adelaide,K. Toko Ekambi,1
