Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
Jes\u00e9 Rodr\u00edguez,63,0,1,0,0,0,0,1
G. Cameron,88,1,0,0,0,0,0,1
M. Bauer,90,1,0,0,0,0,0,1
B. N'Diaye,90,0,0,0,1,0,0,1
X. Shaqiri,90,0,0,0,1,0,1,0
K. Stafylidis,90,1,0,0,0,0,1,0
E. Choupo-Moting,90,0,1,0,0,1,0,0
J. Butland,90,0,0,1,0,0,0,1
K. Zouma,90,1,0,0,0,0,0,1
J. Allen,90,0,0,0,1,0,0,1
B. Martins Indi,90,1,0,0,0,0,1,0
P. Crouch,27,0,1,0,0,0,0,1
Ramadan Sobhi,2,0,0,0,1,0,0,1
