Source,Target,Weight
F. Fazio,D. De Rossi,3
A. Florenzi,C. \u00dcnder,2
D. De Rossi,A. Florenzi,2
C. \u00dcnder,E. D\u017eeko,2
E. D\u017eeko,Alisson,1
D. De Rossi,F. Fazio,1
E. D\u017eeko,A. Florenzi,1
K. Manolas,D. De Rossi,1
Alisson,F. Fazio,1
L. Pellegrini,S. El Shaarawy,1
Alisson,K. Manolas,1
E. D\u017eeko,F. Fazio,1
A. Florenzi,E. D\u017eeko,1
S. El Shaarawy,A. Florenzi,1
D. De Rossi,A. Kolarov,1
E. D\u017eeko,S. El Shaarawy,1
K. Manolas,Alisson,1
A. Florenzi,S. El Shaarawy,1
A. Florenzi,K. Manolas,1
A. Kolarov,S. El Shaarawy,1
S. El Shaarawy,R. Nainggolan,1
S. El Shaarawy,E. D\u017eeko,1
R. Nainggolan,L. Pellegrini,1
