Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
R. Bazoer,80,0,0,0,1,0,1
J. Brekalo,89,0,0,0,1,0,1
K. Casteels,90,0,0,1,0,1,0
William,90,1,0,0,0,0,1
J. Bruma,90,1,0,0,0,0,1
J. Guilavogui,90,0,0,0,1,0,1
M. Arnold,90,0,0,0,1,1,0
R. Knoche,90,1,0,0,0,0,1
L. Dimata,90,0,1,0,0,0,1
D. Didavi,90,0,0,0,1,1,0
P. Verhaegh,90,1,0,0,0,0,1
V. Osimhen,10,0,1,0,0,0,1
D. Origi,1,0,1,0,0,0,1
R. Steffen,1,0,0,0,1,1,0
