Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
T. Jantschke,46,1,0,0,0,0,1
D. Zakaria,59,0,0,0,1,0,1
Raffael,77,0,1,0,0,0,1
O. Wendt,90,1,0,0,0,1,0
T. Hazard,90,0,1,0,0,0,1
M. Ginter,90,1,0,0,0,0,1
L. Stindl,90,0,1,0,0,0,1
Y. Sommer,90,0,0,1,0,0,1
J. Vestergaard,90,1,0,0,0,0,1
V. Grifo,90,0,0,0,1,0,1
N. Elvedi,90,1,0,0,0,0,1
C. Kramer,44,0,0,0,1,0,1
M. Cuisance,31,0,0,0,1,1,0
P. Herrmann,13,0,0,0,1,0,1
