Source,Target,Weight
A. Mandi,Javi Garc\u00eda,6
Fabi\u00e1n,A. Mandi,5
Javi Garc\u00eda,Bartra,4
Javi Garc\u00eda,A. Guardado,3
A. Guardado,A. Mandi,2
Bartra,Javi Garc\u00eda,2
Javi Garc\u00eda,Loren Mor\u00f3n,2
J. Firpo,Javi Garc\u00eda,2
Joaqu\u00edn,A. Mandi,2
A. Mandi,Barrag\u00e1n,2
A. Guardado,Joaqu\u00edn,2
A. Mandi,Fabi\u00e1n,2
Javi Garc\u00eda,A. Mandi,2
A. Guardado,Javi Garc\u00eda,1
A. Guardado,J. Firpo,1
Loren Mor\u00f3n,Fabi\u00e1n,1
Barrag\u00e1n,Dani Gim\u00e9nez,1
J. Firpo,Sergio Le\u00f3n,1
Javi Garc\u00eda,Fabi\u00e1n,1
A. Guardado,Fabi\u00e1n,1
Dani Gim\u00e9nez,A. Guardado,1
Fabi\u00e1n,Javi Garc\u00eda,1
A. Mandi,A. Guardado,1
A. Mandi,Joaqu\u00edn,1
Joaqu\u00edn,Javi Garc\u00eda,1
Fabi\u00e1n,J. Firpo,1
Loren Mor\u00f3n,A. Guardado,1
Javi Garc\u00eda,J. Firpo,1
Bartra,Fabi\u00e1n,1
Barrag\u00e1n,A. Mandi,1
Bartra,A. Guardado,1
