Source,Target,Weight
L. Spinazzola,J. Palomino,7
M. Caldara,J. Palomino,5
M. Caldara,A. Masiello,5
H. Hateboer,B. Cristante,5
A. Cornelius,R. Freuler,5
J. Palomino,L. Spinazzola,5
R. Freuler,L. Spinazzola,5
M. Caldara,R. Freuler,4
H. Hateboer,R. Freuler,4
J. Palomino,J. Kurti\u010d,4
M. Caldara,L. Spinazzola,4
R. Freuler,H. Hateboer,4
A. Cornelius,M. Caldara,4
J. Palomino,H. Hateboer,4
B. Cristante,A. Cornelius,3
R. Freuler,M. Caldara,3
A. G\u00f3mez,M. Caldara,3
A. Masiello,A. Cornelius,3
E. Berisha,A. Cornelius,3
L. Spinazzola,J. Kurti\u010d,3
L. Spinazzola,M. Caldara,3
H. Hateboer,A. Masiello,3
M. Caldara,B. Cristante,3
R. Freuler,J. Palomino,3
J. Kurti\u010d,A. Masiello,3
A. Cornelius,H. Hateboer,3
J. Kurti\u010d,M. Caldara,3
A. Masiello,B. Cristante,3
B. Cristante,M. Caldara,3
L. Spinazzola,A. G\u00f3mez,3
H. Hateboer,A. Cornelius,2
H. Hateboer,J. Kurti\u010d,2
R. Freuler,A. Masiello,2
J. Kurti\u010d,A. Cornelius,2
A. Masiello,H. Hateboer,2
J. Palomino,B. Cristante,2
J. Palomino,R. Freuler,2
R. Freuler,J. Kurti\u010d,2
J. Kurti\u010d,L. Spinazzola,2
A. Masiello,M. Caldara,2
J. Kurti\u010d,R. Freuler,2
B. Cristante,H. Hateboer,2
A. G\u00f3mez,L. Spinazzola,2
R. Freuler,A. G\u00f3mez,2
B. Cristante,E. Berisha,2
J. Palomino,M. Caldara,2
L. Spinazzola,A. Cornelius,2
B. Cristante,R. Freuler,2
A. Cornelius,J. Kurti\u010d,1
A. Masiello,L. Spinazzola,1
R. Freuler,B. Cristante,1
R. Freuler,E. Berisha,1
E. Berisha,R. Freuler,1
L. Spinazzola,E. Berisha,1
J. Kurti\u010d,B. Cristante,1
B. Cristante,A. G\u00f3mez,1
H. Hateboer,J. Palomino,1
E. Berisha,M. Caldara,1
A. G\u00f3mez,R. Freuler,1
J. Kurti\u010d,J. Palomino,1
H. Hateboer,E. Berisha,1
J. Palomino,E. Berisha,1
B. Cristante,A. Masiello,1
L. Spinazzola,R. Freuler,1
M. Caldara,A. G\u00f3mez,1
A. Cornelius,A. G\u00f3mez,1
J. Palomino,A. Cornelius,1
A. Masiello,J. Kurti\u010d,1
A. Cornelius,E. Berisha,1
M. Caldara,H. Hateboer,1
E. Berisha,J. Palomino,1
B. Cristante,J. Palomino,1
A. Cornelius,L. Spinazzola,1
E. Berisha,L. Spinazzola,1
B. Cristante,J. Kurti\u010d,1
A. Cornelius,B. Cristante,1
A. G\u00f3mez,H. Hateboer,1
L. Spinazzola,H. Hateboer,1
A. G\u00f3mez,J. Palomino,1
A. Masiello,J. Palomino,1
A. G\u00f3mez,A. Masiello,1
A. Masiello,R. Freuler,1
A. Masiello,A. G\u00f3mez,1
