Source,Target,Weight
V. Pajot,M. Debuchy,4
M. Debuchy,K. Monnet-Paquet,4
N. Suboti\u0107,M. Debuchy,3
Gabriel Silva,L. Perrin,3
M. Debuchy,J. Bamba,3
A. Diouss\u00e9,Gabriel Silva,3
L. Perrin,N. Suboti\u0107,3
Gabriel Silva,R. Hamouma,2
L. Perrin,Gabriel Silva,2
L. Perrin,O. Seln\u00e6s,2
L. Perrin,V. Pajot,2
K. Monnet-Paquet,Gabriel Silva,2
V. Pajot,A. Diouss\u00e9,2
O. Seln\u00e6s,R. Hamouma,2
K. Monnet-Paquet,R. Hamouma,2
J. Bamba,M. Debuchy,2
R. Hamouma,A. Diouss\u00e9,2
O. Seln\u00e6s,V. Pajot,2
R. Hamouma,L. Perrin,2
M. Debuchy,V. Pajot,2
N. Suboti\u0107,L. Perrin,2
M. Debuchy,N. Suboti\u0107,2
Gabriel Silva,A. Diouss\u00e9,1
J. Bamba,V. Pajot,1
A. Diouss\u00e9,V. Pajot,1
L. Perrin,M. Debuchy,1
K. Monnet-Paquet,V. Pajot,1
J. Bamba,K. Monnet-Paquet,1
K. Monnet-Paquet,A. Diouss\u00e9,1
A. Diouss\u00e9,L. Perrin,1
A. Diouss\u00e9,R. Hamouma,1
J. Bamba,O. Seln\u00e6s,1
V. Pajot,N. Suboti\u0107,1
R. Hamouma,Gabriel Silva,1
O. Seln\u00e6s,L. Perrin,1
V. Pajot,R. Hamouma,1
Gabriel Silva,O. Seln\u00e6s,1
R. Hamouma,J. Bamba,1
Gabriel Silva,N. Suboti\u0107,1
K. Monnet-Paquet,M. Debuchy,1
N. Suboti\u0107,K. Monnet-Paquet,1
V. Pajot,J. Bamba,1
N. Suboti\u0107,R. Hamouma,1
R. Hamouma,O. Seln\u00e6s,1
R. Hamouma,K. Monnet-Paquet,1
