Source,Target,Weight
S. Falette,D. Abraham,5
D. Abraham,J. de Guzm\u00e1n,4
D. Abraham,S. Falette,4
S. Falette,J. de Guzm\u00e1n,4
J. de Guzm\u00e1n,D. Abraham,3
J. de Guzm\u00e1n,A. Rebi\u0107,3
J. de Guzm\u00e1n,S. Falette,3
J. Willems,A. Rebi\u0107,2
D. Abraham,T. Chandler,2
A. Rebi\u0107,J. Willems,2
S. Haller,M. Hasebe,2
M. Hasebe,S. Falette,2
J. de Guzm\u00e1n,M. Ga\u0107inovi\u0107,2
S. Falette,J. Willems,2
A. Rebi\u0107,J. de Guzm\u00e1n,2
J. de Guzm\u00e1n,K. Boateng,2
J. Willems,S. Falette,2
A. Rebi\u0107,D. Abraham,2
T. Chandler,S. Falette,1
M. Ga\u0107inovi\u0107,T. Chandler,1
S. Haller,J. de Guzm\u00e1n,1
M. Ga\u0107inovi\u0107,D. Abraham,1
K. Boateng,A. Rebi\u0107,1
T. Chandler,M. Ga\u0107inovi\u0107,1
J. de Guzm\u00e1n,S. Haller,1
M. Hasebe,K. Boateng,1
D. Abraham,K. Boateng,1
J. de Guzm\u00e1n,T. Chandler,1
S. Falette,M. Hasebe,1
K. Boateng,S. Haller,1
K. Boateng,D. Abraham,1
M. Ga\u0107inovi\u0107,M. Hasebe,1
T. Chandler,J. de Guzm\u00e1n,1
K. Boateng,S. Falette,1
K. Boateng,J. Willems,1
S. Falette,A. Rebi\u0107,1
M. Hasebe,J. de Guzm\u00e1n,1
S. Falette,K. Boateng,1
D. Abraham,M. Hasebe,1
J. Willems,J. de Guzm\u00e1n,1
L. Hradecky,D. Abraham,1
T. Chandler,D. Abraham,1
D. Abraham,L. Hradecky,1
A. Rebi\u0107,S. Falette,1
M. Hasebe,J. Willems,1
D. Abraham,S. Haller,1
J. Willems,K. Boateng,1
