Source,Target,Weight
C. Fuchs,W. Ndidi,5
W. Ndidi,C. Fuchs,4
D. Simpson,Vicente Iborra,4
W. Ndidi,H. Maguire,3
M. Albrighton,J. Vardy,3
Vicente Iborra,W. Ndidi,3
W. Ndidi,J. Vardy,3
M. Albrighton,Vicente Iborra,2
J. Vardy,R. Mahrez,2
R. Mahrez,D. Simpson,2
Vicente Iborra,R. Mahrez,2
H. Maguire,M. Albrighton,2
C. Fuchs,H. Maguire,2
M. Albrighton,C. Fuchs,2
R. Mahrez,W. Morgan,2
K. Schmeichel,M. Albrighton,2
R. Mahrez,H. Maguire,2
H. Maguire,R. Mahrez,2
H. Maguire,D. Simpson,2
R. Mahrez,M. Albrighton,2
Vicente Iborra,D. Simpson,2
K. Iheanacho,H. Maguire,1
D. Simpson,W. Morgan,1
M. Albrighton,R. Mahrez,1
Vicente Iborra,W. Morgan,1
D. Simpson,C. Fuchs,1
H. Maguire,C. Fuchs,1
W. Morgan,D. Simpson,1
J. Vardy,C. Fuchs,1
H. Maguire,J. Vardy,1
C. Fuchs,K. Iheanacho,1
M. Albrighton,W. Ndidi,1
W. Morgan,Vicente Iborra,1
D. Simpson,R. Mahrez,1
K. Iheanacho,C. Fuchs,1
D. Simpson,W. Ndidi,1
W. Morgan,M. Albrighton,1
J. Vardy,D. Simpson,1
K. Iheanacho,M. Albrighton,1
Vicente Iborra,K. Iheanacho,1
K. Schmeichel,R. Mahrez,1
C. Fuchs,D. Simpson,1
R. Mahrez,Vicente Iborra,1
W. Ndidi,Vicente Iborra,1
C. Fuchs,M. Albrighton,1
W. Morgan,H. Maguire,1
D. Simpson,K. Schmeichel,1
J. Vardy,W. Ndidi,1
J. Vardy,M. Albrighton,1
H. Maguire,K. Schmeichel,1
K. Iheanacho,K. Schmeichel,1
W. Morgan,R. Mahrez,1
R. Mahrez,K. Iheanacho,1
J. Vardy,W. Morgan,1
