Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
M. Sabitzer,10,0,0,0,1,1,0
N. Ke\u00efta,69,0,0,0,1,1,0
P. Gul\u00e1csi,90,0,0,1,0,1,0
Bruma,90,0,1,0,0,1,0
K. Laimer,90,0,0,0,1,1,0
D. Upamecano,90,1,0,0,0,1,0
K. Kampl,90,0,0,0,1,1,0
D. Demme,90,0,0,0,1,1,0
Y. Poulsen,90,0,1,0,0,1,0
I. Konat\u00e9,90,1,0,0,0,1,0
S. Ilsanker,90,0,0,0,1,1,0
T. Werner,80,0,1,0,0,1,0
E. Forsberg,21,0,0,0,1,1,0
