Source,Target,Weight
Susaeta,Iturraspe,5
Iturraspe,Etxeita,4
De Marcos,Etxeita,2
Iturraspe,Saborit,2
Etxeita,Iturraspe,2
A. Laporte,Ra\u00fal Garc\u00eda,1
A. Laporte,Mikel Rico,1
Ra\u00fal Garc\u00eda,Susaeta,1
Saborit,Mikel Rico,1
Mikel Rico,Iturraspe,1
Iturraspe,Iago Herrer\u00edn,1
Iago Herrer\u00edn,Saborit,1
I\u00f1aki Williams,Iturraspe,1
Mikel Rico,I\u00f1aki Williams,1
De Marcos,Mikel Rico,1
Susaeta,A. Laporte,1
Saborit,De Marcos,1
Etxeita,A. Laporte,1
Saborit,Iago Herrer\u00edn,1
Mikel Rico,Saborit,1
Iturraspe,De Marcos,1
Saborit,Susaeta,1
Iago Herrer\u00edn,Susaeta,1
De Marcos,I\u00f1aki Williams,1
Etxeita,De Marcos,1
A. Laporte,Iago Herrer\u00edn,1
Etxeita,Mikel Rico,1
I\u00f1aki Williams,Susaeta,1
Iturraspe,Mikel Rico,1
De Marcos,Iturraspe,1
Mikel Rico,A. Laporte,1
Susaeta,De Marcos,1
Mikel Rico,Susaeta,1
Etxeita,Susaeta,1
Iago Herrer\u00edn,De Marcos,1
Iturraspe,Susaeta,1
