Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
A. Galabinov,46,0,1,0,0,0,1
Pedro Pereira,70,1,0,0,0,0,1
O. Hiljemark,76,0,0,0,1,0,1
E. Zukanovi\u0107,90,1,0,0,0,1,0
L. Rigoni,90,0,0,0,1,0,1
D. Laxalt,90,0,0,0,1,1,0
D. Biraschi,90,1,0,0,0,0,1
A. Bertolacci,90,0,0,0,1,1,0
N. Spolli,90,1,0,0,0,0,1
G. Pandev,90,0,1,0,0,1,0
M. Perin,90,0,0,1,0,0,1
G. Lapadula,44,0,1,0,0,1,0
D. Lazovi\u0107,20,0,0,0,1,0,1
Daniel Bessa,14,0,0,0,1,0,1
