Source,Target,Weight
J. Kurti\u010d,M. Lazzari,3
B. Salamon,A. Grassi,3
M. Antenucci,F. Viviani,3
A. Grassi,A. Meret,3
B. Salamon,T. Cionek,3
T. Cionek,A. Paloschi,2
J. Kurti\u010d,B. Salamon,2
T. Cionek,B. Salamon,2
T. Cionek,A. Meret,2
Felipe,F. Viviani,2
F. Costa,A. Grassi,2
A. Meret,B. Salamon,2
F. Viviani,A. Grassi,2
A. Grassi,A. Paloschi,2
B. Salamon,A. Meret,2
A. Meret,J. Kurti\u010d,2
T. Cionek,J. Kurti\u010d,2
F. Costa,M. Antenucci,2
A. Meret,T. Cionek,2
M. Lazzari,M. Antenucci,2
A. Grassi,B. Salamon,2
A. Grassi,Felipe,2
M. Lazzari,A. Grassi,2
A. Grassi,F. Costa,2
Felipe,J. Kurti\u010d,1
A. Meret,A. Grassi,1
F. Costa,Felipe,1
J. Kurti\u010d,A. Paloschi,1
M. Antenucci,J. Kurti\u010d,1
J. Kurti\u010d,M. Antenucci,1
F. Viviani,T. Cionek,1
B. Salamon,J. Kurti\u010d,1
M. Lazzari,B. Salamon,1
A. Paloschi,F. Costa,1
J. Kurti\u010d,A. Grassi,1
M. Lazzari,T. Cionek,1
Felipe,B. Salamon,1
A. Paloschi,M. Antenucci,1
B. Salamon,M. Lazzari,1
T. Cionek,F. Viviani,1
M. Antenucci,Felipe,1
A. Paloschi,Felipe,1
J. Kurti\u010d,F. Viviani,1
F. Viviani,M. Antenucci,1
T. Cionek,M. Lazzari,1
J. Kurti\u010d,T. Cionek,1
M. Antenucci,T. Cionek,1
F. Costa,B. Salamon,1
B. Salamon,Felipe,1
M. Antenucci,F. Costa,1
B. Salamon,M. Antenucci,1
A. Paloschi,T. Cionek,1
A. Meret,Felipe,1
F. Viviani,J. Kurti\u010d,1
A. Paloschi,J. Kurti\u010d,1
A. Grassi,J. Kurti\u010d,1
B. Salamon,F. Viviani,1
F. Viviani,B. Salamon,1
Felipe,F. Costa,1
Felipe,A. Grassi,1
A. Paloschi,M. Lazzari,1
F. Viviani,A. Meret,1
Felipe,A. Paloschi,1
M. Antenucci,B. Salamon,1
