Source,Target,Weight
K. Malcuit,N. P\u00e9p\u00e9,5
N. P\u00e9p\u00e9,Y. Bissouma,5
Y. Bissouma,N. P\u00e9p\u00e9,4
Thiago Maia,Thiago Mendes,4
N. P\u00e9p\u00e9,K. Malcuit,4
N. P\u00e9p\u00e9,Thiago Mendes,3
Thiago Mendes,F. Tour\u00e9,3
Thiago Mendes,Y. Bissouma,2
Thiago Mendes,N. P\u00e9p\u00e9,2
Edgar I\u00e9,Thiago Maia,2
N. P\u00e9p\u00e9,Luiz Ara\u00fajo,2
L. Mothiba,N. P\u00e9p\u00e9,2
K. Dabila,Thiago Mendes,1
Edgar I\u00e9,N. P\u00e9p\u00e9,1
Y. Bissouma,F. Tour\u00e9,1
N. P\u00e9p\u00e9,L. Mothiba,1
F. Tour\u00e9,L. Mothiba,1
K. Dabila,F. Tour\u00e9,1
Thiago Mendes,J. Alonso,1
K. Malcuit,Edgar I\u00e9,1
Luiz Ara\u00fajo,N. P\u00e9p\u00e9,1
K. Dabila,Y. Bissouma,1
Thiago Mendes,Edgar I\u00e9,1
J. Alonso,Edgar I\u00e9,1
K. Dabila,Thiago Maia,1
Y. Bissouma,Edgar I\u00e9,1
F. Tour\u00e9,Thiago Mendes,1
Y. Bissouma,Thiago Maia,1
F. Tour\u00e9,M. Maignan,1
Thiago Mendes,Thiago Maia,1
N. P\u00e9p\u00e9,Edgar I\u00e9,1
F. Tour\u00e9,Luiz Ara\u00fajo,1
Thiago Mendes,K. Dabila,1
L. Mothiba,Thiago Mendes,1
Luiz Ara\u00fajo,Y. Bissouma,1
F. Tour\u00e9,K. Dabila,1
Luiz Ara\u00fajo,F. Tour\u00e9,1
Y. Bissouma,K. Malcuit,1
Y. Bissouma,Thiago Mendes,1
Thiago Maia,N. P\u00e9p\u00e9,1
Edgar I\u00e9,L. Mothiba,1
Edgar I\u00e9,K. Malcuit,1
M. Maignan,K. Dabila,1
