Source,Target,Weight
C. Eriksen,D. Rose,6
H. Winks,E. Dier,6
E. Dier,J. Vertonghen,5
H. Winks,S. Aurier,5
J. Vertonghen,E. Dier,4
D. Rose,J. Vertonghen,4
J. Vertonghen,H. Winks,4
E. Dier,C. Eriksen,4
E. Dier,D. S\u00e1nchez,3
S. Aurier,H. Winks,3
D. S\u00e1nchez,E. Dier,3
C. Eriksen,H. Winks,3
M. Sissoko,H. Winks,2
J. Vertonghen,C. Eriksen,2
H. Winks,C. Eriksen,2
D. Rose,C. Eriksen,2
E. Dier,S. Aurier,2
S. Aurier,M. Sissoko,2
E. Dier,D. Rose,2
S. Aurier,E. Dier,2
D. Rose,Son Heung-Min,2
J. Vertonghen,D. Rose,2
D. S\u00e1nchez,H. Winks,2
C. Eriksen,J. Vertonghen,1
H. Winks,M. Sissoko,1
H. Winks,D. Rose,1
S. Aurier,D. S\u00e1nchez,1
E. Dier,H. Winks,1
S. Aurier,P. Gazzaniga,1
M. Sissoko,D. S\u00e1nchez,1
D. Rose,H. Kane,1
H. Kane,D. Rose,1
Son Heung-Min,H. Winks,1
D. Rose,E. Dier,1
M. Sissoko,S. Aurier,1
P. Gazzaniga,E. Dier,1
S. Aurier,C. Eriksen,1
P. Gazzaniga,J. Vertonghen,1
H. Winks,J. Vertonghen,1
D. Rose,M. Sissoko,1
D. Rose,P. Gazzaniga,1
Son Heung-Min,D. Rose,1
D. Rose,H. Winks,1
C. Eriksen,S. Aurier,1
H. Winks,D. S\u00e1nchez,1
D. S\u00e1nchez,S. Aurier,1
J. Vertonghen,H. Kane,1
