Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
A. Lookman,62,0,0,0,1,1,0
N. Ke\u00efta,76,0,0,0,1,1,0
T. Werner,79,0,1,0,0,1,0
J. Augustin,90,0,1,0,0,1,0
P. Gul\u00e1csi,90,0,0,1,0,1,0
L. Klostermann,90,1,0,0,0,1,0
K. Laimer,90,0,0,0,1,1,0
D. Upamecano,90,1,0,0,0,1,0
K. Kampl,90,0,0,0,1,1,0
D. Demme,90,0,0,0,1,1,0
I. Konat\u00e9,90,1,0,0,0,1,0
Bruma,28,0,1,0,0,1,0
S. Ilsanker,14,0,0,0,1,1,0
Y. Poulsen,11,0,1,0,0,1,0
