Source,Target,Weight
C. Gentner,M. G\u00f3mez,3
E. Ins\u00faa,C. Gentner,3
A. Beck,B. Pavard,3
M. G\u00f3mez,D. Aogo,2
H. Badstuber,E. Ins\u00faa,2
E. Ins\u00faa,C. Akolo,2
M. G\u00f3mez,H. Badstuber,2
C. Akolo,A. Beck,2
B. Pavard,R. Zieler,2
H. Badstuber,C. Akolo,1
M. G\u00f3mez,C. Gentner,1
C. Gentner,C. Akolo,1
C. Akolo,H. Badstuber,1
C. Akolo,M. G\u00f3mez,1
C. Gentner,H. Badstuber,1
R. Zieler,M. G\u00f3mez,1
A. Beck,C. Gentner,1
H. Badstuber,D. Ginczek,1
D. Aogo,A. Beck,1
D. Aogo,H. Badstuber,1
S. Ascac\u00edbar,E. Ins\u00faa,1
H. Badstuber,A. Beck,1
B. Pavard,C. Akolo,1
C. Gentner,S. Ascac\u00edbar,1
H. Badstuber,S. Ascac\u00edbar,1
S. Ascac\u00edbar,M. Kami\u0144ski,1
E. Ins\u00faa,D. Aogo,1
D. Ginczek,D. Aogo,1
S. Ascac\u00edbar,H. Badstuber,1
B. Pavard,M. Kami\u0144ski,1
C. Akolo,E. Ins\u00faa,1
H. Badstuber,B. Pavard,1
D. Aogo,B. Pavard,1
D. Aogo,E. Ins\u00faa,1
M. Kami\u0144ski,A. Beck,1
R. Zieler,C. Gentner,1
B. Pavard,D. Aogo,1
M. G\u00f3mez,A. Beck,1
S. Ascac\u00edbar,M. G\u00f3mez,1
B. Pavard,E. Ins\u00faa,1
M. G\u00f3mez,B. Pavard,1
A. Beck,S. Ascac\u00edbar,1
H. Badstuber,C. Gentner,1
D. Aogo,S. Ascac\u00edbar,1
A. Beck,M. G\u00f3mez,1
M. Kami\u0144ski,H. Badstuber,1
