Source,Target,Weight
E. Pieters,Jes\u00e9 Rodr\u00edguez,5
G. Cameron,E. Pieters,5
Jes\u00e9 Rodr\u00edguez,E. Pieters,3
G. Cameron,R. Shawcross,3
J. Butland,K. Zouma,3
G. Johnson,E. Choupo-Moting,3
E. Choupo-Moting,G. Johnson,3
R. Shawcross,M. Diouf,3
K. Zouma,J. Butland,2
G. Johnson,M. Diouf,2
E. Choupo-Moting,J. Butland,2
M. Diouf,E. Choupo-Moting,2
J. Butland,G. Cameron,2
K. Zouma,G. Cameron,2
R. Shawcross,E. Pieters,2
J. Allen,G. Johnson,2
Jes\u00e9 Rodr\u00edguez,G. Cameron,2
E. Pieters,J. Butland,2
E. Pieters,J. Allen,2
G. Cameron,D. Fletcher,2
E. Pieters,G. Cameron,2
D. Fletcher,M. Diouf,2
M. Diouf,K. Zouma,2
R. Shawcross,G. Cameron,2
M. Diouf,E. Pieters,2
E. Choupo-Moting,R. Shawcross,2
Jes\u00e9 Rodr\u00edguez,G. Johnson,2
K. Zouma,R. Shawcross,2
E. Choupo-Moting,K. Zouma,2
E. Pieters,E. Choupo-Moting,2
K. Zouma,E. Choupo-Moting,2
E. Choupo-Moting,G. Cameron,1
E. Pieters,M. Diouf,1
J. Butland,J. Allen,1
M. Diouf,G. Cameron,1
D. Fletcher,E. Pieters,1
G. Cameron,K. Zouma,1
D. Fletcher,G. Cameron,1
G. Cameron,G. Johnson,1
G. Johnson,E. Pieters,1
D. Fletcher,Jes\u00e9 Rodr\u00edguez,1
J. Allen,E. Pieters,1
M. Diouf,D. Fletcher,1
J. Allen,E. Choupo-Moting,1
E. Pieters,R. Shawcross,1
E. Choupo-Moting,J. Allen,1
R. Shawcross,J. Butland,1
G. Cameron,Jes\u00e9 Rodr\u00edguez,1
Jes\u00e9 Rodr\u00edguez,M. Diouf,1
E. Choupo-Moting,Jes\u00e9 Rodr\u00edguez,1
Jes\u00e9 Rodr\u00edguez,E. Choupo-Moting,1
G. Johnson,K. Zouma,1
J. Butland,E. Choupo-Moting,1
J. Allen,D. Fletcher,1
M. Diouf,Jes\u00e9 Rodr\u00edguez,1
K. Zouma,G. Johnson,1
G. Johnson,J. Butland,1
J. Allen,K. Zouma,1
D. Fletcher,J. Allen,1
J. Butland,D. Fletcher,1
K. Zouma,J. Allen,1
G. Cameron,E. Choupo-Moting,1
E. Choupo-Moting,D. Fletcher,1
