Source,Target,Weight
A. Lennon,Cuco Martina,5
W. Rooney,A. Lennon,4
I. Gueye,W. Rooney,3
Cuco Martina,G. Sigur\u00f0sson,3
W. Rooney,Cuco Martina,3
T. Davies,I. Gueye,2
Cuco Martina,A. Lennon,2
Cuco Martina,W. Rooney,2
I. Gueye,G. Sigur\u00f0sson,2
A. Lennon,W. Rooney,2
M. Holgate,I. Gueye,2
G. Sigur\u00f0sson,I. Gueye,2
I. Gueye,T. Davies,2
A. Williams,W. Rooney,2
A. Lennon,I. Gueye,2
G. Sigur\u00f0sson,A. Lennon,2
D. Calvert-Lewin,I. Gueye,2
M. Holgate,A. Williams,1
J. Kenny,W. Rooney,1
J. Pickford,Cuco Martina,1
I. Gueye,M. Holgate,1
W. Rooney,I. Gueye,1
W. Rooney,M. Holgate,1
A. Williams,Cuco Martina,1
I. Gueye,J. Kenny,1
G. Sigur\u00f0sson,A. Williams,1
M. Holgate,D. Calvert-Lewin,1
I. Gueye,Cuco Martina,1
J. Kenny,J. Pickford,1
Cuco Martina,I. Gueye,1
J. Kenny,T. Davies,1
W. Rooney,G. Sigur\u00f0sson,1
D. Calvert-Lewin,A. Williams,1
T. Davies,J. Kenny,1
J. Pickford,D. Calvert-Lewin,1
G. Sigur\u00f0sson,D. Calvert-Lewin,1
Cuco Martina,J. Kenny,1
Cuco Martina,A. Williams,1
I. Gueye,A. Lennon,1
D. Calvert-Lewin,G. Sigur\u00f0sson,1
I. Gueye,D. Calvert-Lewin,1
A. Williams,J. Pickford,1
Cuco Martina,M. Holgate,1
