Source,Target,Weight
F. Thauvin,H. Sakai,4
H. Sakai,F. Thauvin,4
J. Amavi,Luiz Gustavo,2
Luiz Gustavo,D. Payet,2
A. Rami,A. Zambo Anguissa,2
A. Zambo Anguissa,Luiz Gustavo,2
D. Payet,F. Thauvin,2
L. Ocampos,Luiz Gustavo,1
F. Thauvin,A. Zambo Anguissa,1
H. Sakai,A. Rami,1
Luiz Gustavo,C. N'Jie,1
Luiz Gustavo,H. Sakai,1
D. Payet,J. Amavi,1
D. Payet,H. Sakai,1
L. Ocampos,J. Amavi,1
S. Mandanda,H. Sakai,1
Luiz Gustavo,Rolando,1
A. Zambo Anguissa,D. Payet,1
C. N'Jie,L. Ocampos,1
F. Thauvin,L. Ocampos,1
A. Rami,Rolando,1
Luiz Gustavo,A. Zambo Anguissa,1
L. Ocampos,A. Rami,1
D. Payet,S. Mandanda,1
Luiz Gustavo,A. Rami,1
A. Zambo Anguissa,A. Rami,1
Rolando,Luiz Gustavo,1
A. Rami,Luiz Gustavo,1
Rolando,L. Ocampos,1
H. Sakai,D. Payet,1
