Source,Target,Weight
Willian,F\u00e0bregas,2
E. Hazard,\u00c1lvaro Morata,2
T. Courtois,V. Moses,1
Azpilicueta,G. Cahill,1
F\u00e0bregas,G. Cahill,1
F\u00e0bregas,A. Christensen,1
A. Christensen,V. Moses,1
\u00c1lvaro Morata,A. Christensen,1
V. Moses,Willian,1
A. Christensen,Pedro,1
A. Christensen,T. Courtois,1
E. Hazard,A. Christensen,1
\u00c1lvaro Morata,V. Moses,1
Azpilicueta,F\u00e0bregas,1
F\u00e0bregas,N. Kant\u00e9,1
Pedro,Azpilicueta,1
N. Kant\u00e9,E. Hazard,1
G. Cahill,A. Christensen,1
Pedro,\u00c1lvaro Morata,1
N. Kant\u00e9,Willian,1
F\u00e0bregas,Azpilicueta,1
V. Moses,F\u00e0bregas,1
T. Courtois,N. Kant\u00e9,1
F\u00e0bregas,Willian,1
\u00c1lvaro Morata,N. Kant\u00e9,1
\u00c1lvaro Morata,Azpilicueta,1
N. Kant\u00e9,Pedro,1
G. Cahill,F\u00e0bregas,1
Azpilicueta,N. Kant\u00e9,1
V. Moses,T. Courtois,1
N. Kant\u00e9,F\u00e0bregas,1
Willian,\u00c1lvaro Morata,1
F\u00e0bregas,E. Hazard,1
