Source,Target,Weight
Azpilicueta,A. Christensen,4
T. Courtois,Azpilicueta,4
Willian,D. Drinkwater,4
Marcos Alonso,E. Hazard,3
D. Drinkwater,Willian,3
A. Christensen,Willian,3
D. Drinkwater,Marcos Alonso,3
D. Drinkwater,Azpilicueta,3
A. Christensen,T. Courtois,2
V. Moses,Azpilicueta,2
N. Kant\u00e9,D. Drinkwater,2
Azpilicueta,Willian,2
T. Courtois,A. Christensen,2
Azpilicueta,V. Moses,2
Willian,Marcos Alonso,2
N. Kant\u00e9,Willian,2
D. Drinkwater,T. Courtois,2
Azpilicueta,D. Drinkwater,2
A. Christensen,N. Kant\u00e9,2
V. Moses,Willian,2
Willian,Azpilicueta,2
Azpilicueta,N. Kant\u00e9,1
Marcos Alonso,V. Moses,1
V. Moses,N. Kant\u00e9,1
Willian,E. Hazard,1
A. Christensen,\u00c1lvaro Morata,1
E. Hazard,D. Drinkwater,1
A. R\u00fcdiger,A. Christensen,1
Marcos Alonso,N. Kant\u00e9,1
V. Moses,\u00c1lvaro Morata,1
Marcos Alonso,A. R\u00fcdiger,1
Willian,A. Christensen,1
N. Kant\u00e9,Marcos Alonso,1
A. R\u00fcdiger,T. Courtois,1
Marcos Alonso,T. Courtois,1
Azpilicueta,T. Courtois,1
Willian,V. Moses,1
N. Kant\u00e9,V. Moses,1
N. Kant\u00e9,E. Hazard,1
Pedro,\u00c1lvaro Morata,1
A. R\u00fcdiger,Pedro,1
E. Hazard,Azpilicueta,1
N. Kant\u00e9,A. R\u00fcdiger,1
Willian,A. R\u00fcdiger,1
E. Hazard,N. Kant\u00e9,1
Marcos Alonso,A. Christensen,1
D. Drinkwater,N. Kant\u00e9,1
V. Moses,D. Drinkwater,1
A. Christensen,Marcos Alonso,1
A. Christensen,V. Moses,1
\u00c1lvaro Morata,N. Kant\u00e9,1
E. Hazard,A. Christensen,1
T. Courtois,E. Hazard,1
\u00c1lvaro Morata,Willian,1
E. Hazard,V. Moses,1
T. Courtois,Marcos Alonso,1
E. Hazard,T. Courtois,1
\u00c1lvaro Morata,D. Drinkwater,1
