Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
A. Cossu,46,0,0,0,1,1,0
A. Ioni\u0163\u0103,63,0,0,0,1,1,0
F. Pisacane,86,1,0,0,0,1,0
L. Pavoletti,90,0,1,0,0,1,0
Jo\u00e3o Pedro,90,0,0,0,1,1,0
M. Andreolli,90,1,0,0,0,1,0
A. Cragno,90,0,0,1,0,1,0
N. Barella,90,0,0,0,1,1,0
F. Romagna,90,1,0,0,0,1,0
G. van der Wiel,90,1,0,0,0,1,0
S. Padoin,90,0,0,0,1,1,0
Diego Farias,44,0,1,0,0,1,0
P. Farag\u00f2,27,0,0,0,1,1,0
M. Sau,4,0,1,0,0,1,0
