Source,Target,Weight
B. Davies,J. Vertonghen,3
J. Vertonghen,D. S\u00e1nchez,3
D. S\u00e1nchez,J. Vertonghen,2
B. Davies,Son Heung-Min,2
C. Eriksen,E. Dier,2
K. Trippier,E. Dier,2
E. Dier,J. Vertonghen,2
E. Dier,H. Winks,2
Son Heung-Min,B. Davies,2
J. Vertonghen,E. Dier,2
H. Winks,B. Davies,2
Son Heung-Min,D. Alli,2
D. S\u00e1nchez,C. Eriksen,2
H. Winks,K. Trippier,2
D. Alli,H. Winks,2
J. Vertonghen,B. Davies,2
C. Eriksen,H. Winks,2
D. Alli,Son Heung-Min,2
H. Winks,Son Heung-Min,2
E. Dier,D. S\u00e1nchez,1
K. Trippier,D. S\u00e1nchez,1
D. S\u00e1nchez,D. Alli,1
D. Alli,E. Dier,1
J. Vertonghen,K. Trippier,1
C. Eriksen,D. Alli,1
Son Heung-Min,J. Vertonghen,1
Son Heung-Min,C. Eriksen,1
K. Trippier,C. Eriksen,1
E. Dier,K. Trippier,1
B. Davies,H. Kane,1
H. Winks,J. Vertonghen,1
D. S\u00e1nchez,H. Winks,1
B. Davies,H. Winks,1
H. Winks,E. Dier,1
J. Vertonghen,C. Eriksen,1
E. Dier,C. Eriksen,1
H. Kane,B. Davies,1
H. Kane,J. Vertonghen,1
K. Trippier,H. Winks,1
Son Heung-Min,H. Winks,1
H. Lloris,J. Vertonghen,1
E. Dier,H. Lloris,1
J. Vertonghen,H. Kane,1
J. Vertonghen,Son Heung-Min,1
C. Eriksen,K. Trippier,1
H. Winks,D. Alli,1
