Source,Target,Weight
M. Tisserand,Y. Mall\u0131,4
R. Knoche,P. Verhaegh,3
Y. Mall\u0131,M. Tisserand,2
M. G\u00f3mez,M. Tisserand,2
P. Verhaegh,D. Origi,2
P. Verhaegh,M. Tisserand,2
M. G\u00f3mez,P. Verhaegh,2
J. Guilavogui,M. Arnold,2
J. Guilavogui,P. Verhaegh,2
D. Origi,D. Didavi,1
D. Origi,R. Knoche,1
K. Casteels,Y. Mall\u0131,1
M. G\u00f3mez,J. Guilavogui,1
D. Origi,J. Brooks,1
J. Brooks,P. Verhaegh,1
J. Brooks,D. Origi,1
D. Origi,K. Casteels,1
J. Guilavogui,R. Knoche,1
J. Guilavogui,J. Brooks,1
K. Casteels,R. Knoche,1
Y. Mall\u0131,J. Brooks,1
K. Casteels,D. Origi,1
M. Arnold,J. Guilavogui,1
P. Verhaegh,K. Casteels,1
R. Knoche,D. Origi,1
K. Casteels,M. G\u00f3mez,1
J. Brooks,K. Casteels,1
M. Tisserand,M. Arnold,1
J. Brooks,M. Tisserand,1
R. Knoche,M. G\u00f3mez,1
M. Arnold,D. Didavi,1
D. Origi,M. G\u00f3mez,1
P. Verhaegh,J. Brooks,1
D. Didavi,R. Knoche,1
M. Arnold,P. Verhaegh,1
P. Verhaegh,J. Guilavogui,1
P. Verhaegh,R. Knoche,1
Y. Mall\u0131,J. Guilavogui,1
D. Didavi,J. Guilavogui,1
D. Origi,J. Guilavogui,1
M. Tisserand,M. G\u00f3mez,1
P. Verhaegh,M. G\u00f3mez,1
M. Tisserand,J. Guilavogui,1
Y. Mall\u0131,K. Casteels,1
