Source,Target,Weight
K. Strootman,Bruno Peres,3
Juan Jesus,A. Kolarov,3
Juan Jesus,F. Fazio,3
M. Gonalons,D. Perotti,2
A. Kolarov,M. Gonalons,2
A. Kolarov,Juan Jesus,2
Bruno Peres,K. Strootman,2
Alisson,Juan Jesus,2
D. Perotti,K. Strootman,1
L. Pellegrini,Alisson,1
K. Strootman,L. Pellegrini,1
Bruno Peres,Alisson,1
E. D\u017eeko,Bruno Peres,1
F. Fazio,Juan Jesus,1
D. Perotti,A. Kolarov,1
K. Strootman,C. \u00dcnder,1
C. \u00dcnder,K. Strootman,1
M. Gonalons,K. Strootman,1
L. Pellegrini,Juan Jesus,1
D. Perotti,M. Gonalons,1
Bruno Peres,E. D\u017eeko,1
F. Fazio,L. Pellegrini,1
M. Gonalons,L. Pellegrini,1
Bruno Peres,D. Perotti,1
F. Fazio,E. D\u017eeko,1
L. Pellegrini,M. Gonalons,1
